MR,H4,H27,u0_M,u0_R,u0_MR,u0_H4,u0_KDM5A,u0_H0,u0_PRC2,u0_H27,u0_KDM6A,u0_KMT
47.978,49.377,0.0,18.0,18.0,32.0,15.802932336167112,64.0,11.056094201050415,20.0,23.140973462782473,60.0,98.0
47.978,49.377,0.0,35.0,35.0,15.0,28.824432238433005,47.0,5.516873330421573,14.0,15.658694431145422,25.0,88.0
47.978,49.377,0.0,42.0,42.0,8.0,19.929155350057545,11.0,4.803429074743127,18.0,25.267415575199326,56.0,53.0
47.978,49.377,0.0,9.0,9.0,41.0,17.221778115749284,10.0,18.621155667982077,48.0,14.157066216268644,48.0,68.0
47.978,49.377,0.0,46.0,46.0,4.0,28.890562601315462,24.0,16.176139413167885,67.0,4.9332979855166545,3.0,71.0
47.978,49.377,0.0,3.0,3.0,47.0,10.432585523373758,21.0,37.94020684624165,98.0,1.6272076303845902,27.0,55.0
47.978,49.377,0.0,35.0,35.0,15.0,15.239409578185876,55.0,15.671040964318816,73.0,19.08954945749531,19.0,15.0
47.978,49.377,0.0,5.0,5.0,45.0,16.56542637555084,35.0,18.367852544038065,30.0,15.066721080411094,52.0,77.0
47.978,49.377,0.0,20.0,20.0,30.0,5.362180474852563,81.0,21.063261581937372,70.0,23.574557943210063,44.0,23.0
47.978,49.377,0.0,31.0,31.0,19.0,6.73574244202698,39.0,12.985093458205622,1.0,30.2791640997674,48.0,52.0
47.978,49.377,0.0,23.0,23.0,27.0,12.605617933514434,78.0,17.288267803002693,19.0,20.106114263482876,26.0,56.0
47.978,49.377,0.0,22.0,22.0,28.0,12.004387910051717,54.0,34.30817990033583,59.0,3.6874321896124496,1.0,33.0
47.978,49.377,0.0,22.0,22.0,28.0,21.176532839099387,91.0,15.024034702325697,39.0,13.799432458574918,91.0,70.0
47.978,49.377,0.0,27.0,27.0,23.0,18.478691347172088,92.0,26.190785810555592,15.0,5.3305228422723205,14.0,16.0
47.978,49.377,0.0,48.0,48.0,2.0,7.632503471303143,90.0,18.74770067615947,60.0,23.619795852537383,21.0,73.0
47.978,49.377,0.0,27.0,27.0,23.0,13.42575162608955,70.0,34.816207086154414,51.0,1.7580412877560365,92.0,91.0
47.978,49.377,0.0,15.0,15.0,35.0,15.86940262058461,97.0,20.97766731444137,11.0,13.152930064974022,47.0,85.0
47.978,49.377,0.0,16.0,16.0,34.0,16.087166312196466,12.0,13.223216834426163,24.0,20.689616853377366,92.0,69.0
47.978,49.377,0.0,4.0,4.0,46.0,24.724565908966735,72.0,11.219965199900955,23.0,14.055468891132316,35.0,75.0
47.978,49.377,0.0,3.0,3.0,47.0,18.133673688212262,8.0,18.38982548279922,59.0,13.476500828988517,17.0,56.0
47.978,49.377,0.0,26.0,26.0,24.0,24.5303865034322,92.0,10.891925421697872,70.0,14.57768807486993,54.0,42.0
47.978,49.377,0.0,39.0,39.0,11.0,43.51131406418022,2.0,5.160622090485822,7.0,1.3280638453339613,85.0,7.0
47.978,49.377,0.0,9.0,9.0,41.0,19.87832815071882,63.0,9.590351234273554,12.0,20.53132061500763,66.0,82.0
47.978,49.377,0.0,23.0,23.0,27.0,17.98254499759691,66.0,11.588185393720144,44.0,20.429269608682944,26.0,30.0
47.978,49.377,0.0,12.0,12.0,38.0,29.129844843152142,77.0,3.135753184991977,37.0,17.73440197185588,25.0,3.0
47.978,49.377,0.0,45.0,45.0,5.0,23.39720876974969,78.0,26.524124828758737,80.0,0.07866640149157575,48.0,24.0
47.978,49.377,0.0,5.0,5.0,45.0,20.843955247339736,87.0,11.251811244997503,22.0,17.90423350766277,56.0,35.0
47.978,49.377,0.0,0.0,0.0,50.0,8.949124397374417,73.0,7.82986342911932,15.0,33.22101217350626,17.0,14.0
47.978,49.377,0.0,8.0,8.0,42.0,15.978551365768812,68.0,14.92080064170177,79.0,19.100647992529417,0.0,13.0
47.978,49.377,0.0,4.0,4.0,46.0,20.983163865490518,35.0,3.577458975862034,30.0,25.43937715864745,81.0,85.0
47.978,49.377,0.0,25.0,25.0,25.0,20.011883134374123,91.0,21.71301016199017,87.0,8.27510670363571,54.0,13.0
47.978,49.377,0.0,38.0,38.0,12.0,20.318137553326473,35.0,14.856263673426335,88.0,14.825598773247192,74.0,92.0
47.978,49.377,0.0,19.0,19.0,31.0,10.42523154260452,38.0,20.333544408963995,2.0,19.241224048431484,4.0,12.0
47.978,49.377,0.0,25.0,25.0,25.0,11.697991659089107,89.0,6.517557902699815,71.0,31.784450438211078,8.0,49.0
47.978,49.377,0.0,6.0,6.0,44.0,2.941347050237347,20.0,31.784983313352235,41.0,15.27366963641042,91.0,96.0
47.978,49.377,0.0,39.0,39.0,11.0,26.739173822560282,11.0,1.596397457153933,78.0,21.664428720285784,15.0,13.0
47.978,49.377,0.0,16.0,16.0,34.0,25.38183802030222,52.0,19.451307779006246,94.0,5.166854200691534,90.0,39.0
47.978,49.377,0.0,3.0,3.0,47.0,25.778359141105913,1.0,4.167070573291274,9.0,20.054570285602818,48.0,20.0
47.978,49.377,0.0,47.0,47.0,3.0,18.101070342061217,18.0,11.291159194234929,38.0,20.607770463703854,78.0,1.0
47.978,49.377,0.0,21.0,21.0,29.0,14.579009891391266,17.0,5.952139720315421,19.0,29.468850388293312,43.0,20.0
47.978,49.377,0.0,24.0,24.0,26.0,26.714175009581048,68.0,21.56613937743115,98.0,1.719685612987804,90.0,79.0
47.978,49.377,0.0,19.0,19.0,31.0,6.396097409158684,7.0,27.97409086015758,86.0,15.629811730683738,10.0,10.0
47.978,49.377,0.0,2.0,2.0,48.0,18.456930430441922,72.0,22.401473962661928,86.0,9.14159560689615,50.0,18.0
47.978,49.377,0.0,35.0,35.0,15.0,24.287663977522985,95.0,9.195659624578097,52.0,16.51667639789892,8.0,68.0
47.978,49.377,0.0,23.0,23.0,27.0,23.096011794455375,41.0,23.45361210117467,73.0,3.450376104369955,34.0,63.0
47.978,49.377,0.0,33.0,33.0,17.0,31.08237296410651,60.0,3.7392026381941554,96.0,15.178424397699334,14.0,74.0
47.978,49.377,0.0,46.0,46.0,4.0,15.578162618979478,83.0,17.265771029162426,89.0,17.156066351858097,43.0,19.0
47.978,49.377,0.0,38.0,38.0,12.0,14.044744146621928,47.0,14.593210672667249,45.0,21.362045180710822,95.0,86.0
47.978,49.377,0.0,47.0,47.0,3.0,8.06497534520161,45.0,22.00310271987559,82.0,19.9319219349228,61.0,41.0
47.978,49.377,0.0,34.0,34.0,16.0,5.97441908228792,11.0,24.58495631052867,34.0,19.44062460718341,28.0,44.0
47.978,49.377,0.0,18.0,18.0,32.0,19.501879316453522,57.0,16.667895236824272,92.0,13.830225446722206,61.0,23.0
47.978,49.377,0.0,13.0,13.0,37.0,15.56781911368018,71.0,29.47308242107772,86.0,4.959098465242101,76.0,92.0
47.978,49.377,0.0,26.0,26.0,24.0,10.263072252229213,59.0,4.935534456320656,70.0,34.801393291450125,0.0,3.0
47.978,49.377,0.0,35.0,35.0,15.0,11.242452661413811,82.0,18.7377380717469,61.0,20.01980926683928,46.0,68.0
47.978,49.377,0.0,39.0,39.0,11.0,27.772745664954037,59.0,14.54760173835525,15.0,7.679652596690716,36.0,39.0
47.978,49.377,0.0,2.0,2.0,48.0,8.425149304379376,21.0,24.45365361274486,55.0,17.121197082875764,67.0,1.0
47.978,49.377,0.0,1.0,1.0,49.0,13.772757360623963,75.0,19.962449083489314,2.0,16.264793555886726,68.0,40.0
47.978,49.377,0.0,41.0,41.0,9.0,13.277102800133916,72.0,18.003460510927837,34.0,18.71943668893825,13.0,7.0
47.978,49.377,0.0,0.0,0.0,50.0,11.849694981211782,22.0,10.083130663137572,95.0,28.067174355650643,9.0,81.0
47.978,49.377,0.0,34.0,34.0,16.0,6.415397537396242,30.0,20.691687401267657,94.0,22.8929150613361,46.0,9.0
47.978,49.377,0.0,2.0,2.0,48.0,1.478841647543518,3.0,22.029408649141274,67.0,26.49174970331521,80.0,34.0
47.978,49.377,0.0,8.0,8.0,42.0,16.560208065722037,9.0,25.390794163697972,100.0,8.04899777057999,13.0,70.0
47.978,49.377,0.0,43.0,43.0,7.0,28.398147103116077,98.0,4.50059565593862,38.0,17.101257240945298,0.0,0.0
47.978,49.377,0.0,29.0,29.0,21.0,34.204012556738256,49.0,11.202193025815694,72.0,4.593794417446052,100.0,10.0
47.978,49.377,0.0,21.0,21.0,29.0,20.88358290561429,46.0,21.542046710905456,21.0,7.574370383480256,19.0,64.0
47.978,49.377,0.0,47.0,47.0,3.0,12.103766106307507,92.0,20.206417300866516,89.0,17.689816592825974,27.0,1.0
47.978,49.377,0.0,26.0,26.0,24.0,15.480058398296789,65.0,8.704236588404807,92.0,25.81570501329841,9.0,54.0
47.978,49.377,0.0,27.0,27.0,23.0,14.51846356833838,87.0,24.79629878609685,6.0,10.68523764556477,84.0,91.0
47.978,49.377,0.0,25.0,25.0,25.0,9.605098569997487,75.0,19.891613800105738,9.0,20.50328762989678,53.0,65.0
47.978,49.377,0.0,31.0,31.0,19.0,9.795236970344545,88.0,12.899255153739569,3.0,27.30550787591589,55.0,54.0
47.978,49.377,0.0,26.0,26.0,24.0,16.165284281930028,71.0,16.885492636631415,19.0,16.949223081438557,58.0,47.0
47.978,49.377,0.0,43.0,43.0,7.0,22.02135283541818,23.0,5.7560881753561794,82.0,22.22255898922564,11.0,10.0
47.978,49.377,0.0,17.0,17.0,33.0,22.91512555419951,94.0,24.6206671672677,2.0,2.464207278532788,14.0,10.0
47.978,49.377,0.0,48.0,48.0,2.0,34.949846488252405,12.0,5.0039665142273995,47.0,10.046186997520193,49.0,12.0
47.978,49.377,0.0,7.0,7.0,43.0,22.365361478568886,52.0,6.124711977047388,38.0,21.50992654438373,69.0,23.0
47.978,49.377,0.0,34.0,34.0,16.0,34.409443623495875,46.0,11.216566540017514,27.0,4.373989836486606,52.0,47.0
47.978,49.377,0.0,12.0,12.0,38.0,20.389254872858807,69.0,24.134808886028836,62.0,5.475936241112357,58.0,73.0
47.978,49.377,0.0,26.0,26.0,24.0,26.278394400571237,90.0,19.786672802923796,99.0,3.934932796504965,17.0,36.0
47.978,49.377,0.0,2.0,2.0,48.0,19.380312599553456,17.0,17.97862370385458,61.0,12.641063696591962,25.0,95.0
47.978,49.377,0.0,43.0,43.0,7.0,19.833337071685666,74.0,6.5836341505956,100.0,23.583028777718734,19.0,21.0
47.978,49.377,0.0,30.0,30.0,20.0,10.915302923022784,87.0,9.124223043604964,91.0,29.96047403337225,72.0,28.0
47.978,49.377,0.0,22.0,22.0,28.0,12.428095179424338,63.0,27.52583757248805,17.0,10.04606724808761,39.0,10.0
47.978,49.377,0.0,23.0,23.0,27.0,22.186257310233625,55.0,18.06454918721112,95.0,9.749193502555254,82.0,5.0
47.978,49.377,0.0,45.0,45.0,5.0,16.544440325835495,43.0,24.152931693400056,80.0,9.302627980764452,62.0,29.0
47.978,49.377,0.0,35.0,35.0,15.0,17.571504429189964,81.0,13.326359434802749,64.0,19.10213613600729,49.0,96.0
47.978,49.377,0.0,24.0,24.0,26.0,0.5559299069734819,11.0,25.722944878943732,28.0,23.721125214082786,68.0,11.0
47.978,49.377,0.0,45.0,45.0,5.0,25.797868489170323,0.0,6.575936828800377,72.0,17.626194682029293,35.0,57.0
47.978,49.377,0.0,1.0,1.0,49.0,26.085429103908254,62.0,8.91271101516646,89.0,15.001859880925283,69.0,18.0
47.978,49.377,0.0,2.0,2.0,48.0,19.37639135949119,86.0,24.80111488653411,15.0,5.822493753974698,1.0,23.0
47.978,49.377,0.0,48.0,48.0,2.0,10.73047502196965,7.0,25.455933289197738,13.0,13.813591688832613,70.0,80.0
47.978,49.377,0.0,11.0,11.0,39.0,25.197823754982792,64.0,21.994202991996627,38.0,2.807973253020583,30.0,87.0
47.978,49.377,0.0,17.0,17.0,33.0,14.483798224442449,70.0,9.298239215709872,52.0,26.21796255984768,67.0,82.0
47.978,49.377,0.0,41.0,41.0,9.0,9.322972175191431,31.0,0.30749670209756935,7.0,40.369531122711,4.0,6.0
47.978,49.377,0.0,40.0,40.0,10.0,10.794427955874426,9.0,12.93990008463739,35.0,26.265671959488184,90.0,99.0
47.978,49.377,0.0,6.0,6.0,44.0,9.868249353531734,3.0,27.029971509518063,31.0,13.101779136950203,46.0,58.0
47.978,49.377,0.0,27.0,27.0,23.0,17.781843707251536,69.0,21.11825832643293,72.0,11.099897966315536,98.0,27.0
47.978,49.377,0.0,20.0,20.0,30.0,3.446651768275136,58.0,20.62164475288465,54.0,25.931703478840216,92.0,31.0
47.978,49.377,0.0,1.0,1.0,49.0,7.556638518843398,62.0,6.869498301693591,11.0,35.57386317946301,48.0,49.0
47.978,49.377,0.0,6.0,6.0,44.0,18.031280864012246,29.0,21.20600934608682,33.0,10.762709789900935,38.0,11.0
47.978,49.377,0.0,31.0,31.0,19.0,15.242117188134076,26.0,16.934987879796616,80.0,17.82289493206931,39.0,97.0
47.978,49.377,0.0,16.0,16.0,34.0,15.335608269456623,61.0,33.891147483320005,20.0,0.7732442472233741,11.0,33.0
47.978,49.377,0.0,45.0,45.0,5.0,15.282096214317969,32.0,16.96697108556433,73.0,17.7509327001177,6.0,90.0
47.978,49.377,0.0,45.0,45.0,5.0,7.128213046675437,33.0,29.595804813805405,85.0,13.27598213951916,50.0,74.0
47.978,49.377,0.0,38.0,38.0,12.0,34.75440398104887,30.0,2.936708303781052,26.0,12.30888771517008,54.0,94.0
47.978,49.377,0.0,17.0,17.0,33.0,20.00238379190203,87.0,20.817168235509364,7.0,9.180447972588613,65.0,72.0
47.978,49.377,0.0,14.0,14.0,36.0,18.115155684760236,93.0,10.566466666355742,30.0,21.318377648884024,28.0,54.0
47.978,49.377,0.0,48.0,48.0,2.0,37.5772290950168,18.0,0.8997096715263125,45.0,11.523061233456895,76.0,55.0
47.978,49.377,0.0,49.0,49.0,1.0,19.736626229044024,78.0,14.475589300769485,98.0,15.787784470186491,10.0,36.0
47.978,49.377,0.0,14.0,14.0,36.0,12.985076884115303,96.0,28.8361260737349,59.0,8.178797042149801,67.0,47.0
47.978,49.377,0.0,20.0,20.0,30.0,19.147447082748762,3.0,17.906713007590337,56.0,12.9458399096609,67.0,68.0
47.978,49.377,0.0,31.0,31.0,19.0,14.544321406571791,40.0,8.080334665748497,41.0,27.375343927679708,16.0,70.0
47.978,49.377,0.0,31.0,31.0,19.0,10.881054708377697,19.0,31.48849241247404,17.0,7.6304528791482635,16.0,69.0
47.978,49.377,0.0,42.0,42.0,8.0,17.637080938562253,40.0,19.345063333297666,40.0,13.017855728140082,4.0,27.0
47.978,49.377,0.0,31.0,31.0,19.0,22.260862247088838,39.0,5.881997178550913,84.0,21.857140574360248,40.0,56.0
47.978,49.377,0.0,48.0,48.0,2.0,22.121953155077474,16.0,22.31335662724916,60.0,5.564690217673362,15.0,36.0
47.978,49.377,0.0,32.0,32.0,18.0,2.391509987767031,79.0,43.66049908316961,1.0,3.9479909290633586,51.0,64.0
47.978,49.377,0.0,2.0,2.0,48.0,13.997294261616622,14.0,16.86740018240912,86.0,19.135305555974256,44.0,65.0
47.978,49.377,0.0,31.0,31.0,19.0,21.444775411652493,19.0,17.580929646543094,43.0,10.974294941804413,6.0,60.0
47.978,49.377,0.0,3.0,3.0,47.0,25.75795188890989,88.0,1.888966794397999,36.0,22.353081316692112,82.0,6.0
47.978,49.377,0.0,20.0,20.0,30.0,1.5628426976122407,43.0,26.22187900261314,9.0,22.21527829977462,35.0,68.0
47.978,49.377,0.0,41.0,41.0,9.0,20.312637265374327,81.0,14.79274347579694,3.0,14.894619258828731,62.0,86.0
47.978,49.377,0.0,0.0,0.0,50.0,16.847389366936262,74.0,28.92497612622697,37.0,4.22763450683677,40.0,20.0
47.978,49.377,0.0,29.0,29.0,21.0,3.4993863275865804,90.0,10.899724256628321,39.0,35.6008894157851,9.0,14.0
47.978,49.377,0.0,25.0,25.0,25.0,1.3131522052638225,56.0,16.01058755359989,55.0,32.67626024113628,84.0,25.0
47.978,49.377,0.0,3.0,3.0,47.0,8.53023100027231,15.0,28.263385973427116,84.0,13.206383026300573,42.0,93.0
47.978,49.377,0.0,23.0,23.0,27.0,17.483191465943836,72.0,2.1793828729744495,47.0,30.337425661081713,44.0,3.0
47.978,49.377,0.0,42.0,42.0,8.0,19.088974503549647,0.0,10.934705244382803,75.0,19.976320252067556,20.0,22.0
47.978,49.377,0.0,7.0,7.0,43.0,22.06477875187873,38.0,21.179659218273482,9.0,6.755562029847783,59.0,26.0
47.978,49.377,0.0,15.0,15.0,35.0,16.348546427646404,4.0,18.916645468273174,78.0,14.734808104080425,4.0,26.0
47.978,49.377,0.0,30.0,30.0,20.0,19.410049817910625,63.0,12.754486841987465,35.0,17.83546334010191,26.0,61.0
47.978,49.377,0.0,25.0,25.0,25.0,19.474075018735512,9.0,9.243239410810444,0.0,21.282685570454042,91.0,23.0
47.978,49.377,0.0,4.0,4.0,46.0,3.698284844973422,14.0,20.86291852216583,65.0,25.438796632860747,10.0,19.0
47.978,49.377,0.0,21.0,21.0,29.0,24.8964898371709,61.0,16.867054245961345,74.0,8.236455916867751,55.0,15.0
47.978,49.377,0.0,13.0,13.0,37.0,6.270833893939092,43.0,7.672149471130094,83.0,36.05701663493081,70.0,63.0
47.978,49.377,0.0,25.0,25.0,25.0,16.146279312436054,30.0,16.302704509915017,93.0,17.551016177648933,100.0,14.0
47.978,49.377,0.0,41.0,41.0,9.0,6.549417517310004,76.0,42.36399243818061,16.0,1.086590044509386,25.0,36.0
47.978,49.377,0.0,0.0,0.0,50.0,6.5607853788960835,39.0,36.49840845348307,54.0,6.940806167620849,90.0,0.0
47.978,49.377,0.0,5.0,5.0,45.0,22.561997298509333,50.0,25.161685720369704,91.0,2.276316981120962,93.0,65.0
47.978,49.377,0.0,19.0,19.0,31.0,19.63049247078955,76.0,11.830407199857252,56.0,18.539100329353197,81.0,6.0
47.978,49.377,0.0,44.0,44.0,6.0,10.973781690346303,71.0,19.949088548376547,4.0,19.077129761277142,64.0,100.0
47.978,49.377,0.0,30.0,30.0,20.0,11.998220936554969,43.0,22.10833467609827,30.0,15.893444387346761,33.0,46.0
47.978,49.377,0.0,2.0,2.0,48.0,7.522708037319646,87.0,26.738334159932066,26.0,15.73895780274829,85.0,97.0
47.978,49.377,0.0,9.0,9.0,41.0,12.624524529014112,54.0,2.607582248350871,68.0,34.76789322263502,3.0,11.0
47.978,49.377,0.0,4.0,4.0,46.0,6.2494387416720745,100.0,1.6570680510197175,68.0,42.09349320730821,99.0,49.0
47.978,49.377,0.0,36.0,36.0,14.0,27.6184190583058,49.0,20.814952718684218,0.0,1.5666282230099846,0.0,2.0
47.978,49.377,0.0,37.0,37.0,13.0,22.176966333198422,13.0,2.096458822536067,7.0,25.726574844265507,45.0,92.0
47.978,49.377,0.0,3.0,3.0,47.0,2.2643079114199147,34.0,19.1178805793414,52.0,28.617811509238688,77.0,10.0
47.978,49.377,0.0,25.0,25.0,25.0,1.1928960151309995,35.0,29.509344261399093,82.0,19.29775972346991,61.0,13.0
47.978,49.377,0.0,9.0,9.0,41.0,23.63192894617833,56.0,16.327035408238324,84.0,10.041035645583342,2.0,31.0
47.978,49.377,0.0,5.0,5.0,45.0,18.147448294497238,99.0,21.793762865634218,33.0,10.058788839868544,45.0,75.0
47.978,49.377,0.0,0.0,0.0,50.0,13.25777776825125,16.0,6.553493261701532,99.0,30.18872897004722,88.0,69.0
47.978,49.377,0.0,5.0,5.0,45.0,26.51433243579496,88.0,21.226333127980226,52.0,2.2593344362248153,56.0,66.0
47.978,49.377,0.0,14.0,14.0,36.0,17.583822453912394,86.0,27.666408941350465,43.0,4.7497686047371435,85.0,73.0
47.978,49.377,0.0,22.0,22.0,28.0,31.023661638393406,39.0,14.052226075727289,78.0,4.924112285879303,10.0,81.0
47.978,49.377,0.0,0.0,0.0,50.0,8.937053139413365,39.0,17.850839045240594,10.0,23.21210781534604,47.0,86.0
47.978,49.377,0.0,39.0,39.0,11.0,24.192842838144447,89.0,15.006678885885176,64.0,10.800478275970379,28.0,98.0
47.978,49.377,0.0,32.0,32.0,18.0,15.84191662341199,55.0,11.032043659206611,74.0,23.1260397173814,42.0,42.0
47.978,49.377,0.0,28.0,28.0,22.0,4.41075780773015,59.0,32.542407402289186,38.0,13.046834789980663,41.0,23.0
47.978,49.377,0.0,23.0,23.0,27.0,8.245255739808968,9.0,34.826866445721826,10.0,6.927877814469201,42.0,13.0
47.978,49.377,0.0,10.0,10.0,40.0,29.13248917678882,39.0,0.19428759048495972,74.0,20.673223232726222,19.0,45.0
47.978,49.377,0.0,13.0,13.0,37.0,24.201065284398464,37.0,9.919277385542252,19.0,15.879657330059285,78.0,76.0
47.978,49.377,0.0,7.0,7.0,43.0,20.699404356561935,38.0,10.513597372696978,65.0,18.786998270741087,81.0,89.0
47.978,49.377,0.0,32.0,32.0,18.0,0.07518498296540922,69.0,24.666983198978688,96.0,25.2578318180559,14.0,17.0
47.978,49.377,0.0,26.0,26.0,24.0,14.069892901856,93.0,14.03667494993299,37.0,21.893432148211012,27.0,29.0
47.978,49.377,0.0,11.0,11.0,39.0,13.595455879296946,71.0,20.550356196091023,45.0,15.854187924612027,35.0,18.0
47.978,49.377,0.0,28.0,28.0,22.0,13.318689594436519,23.0,35.7404879175018,9.0,0.9408224880616787,59.0,13.0
47.978,49.377,0.0,41.0,41.0,9.0,28.569680876975326,89.0,8.005221234280414,69.0,13.42509788874426,58.0,34.0
47.978,49.377,0.0,19.0,19.0,31.0,19.577701739045104,0.0,18.50313710490757,49.0,11.919161156047325,44.0,24.0
47.978,49.377,0.0,6.0,6.0,44.0,27.287604440685456,35.0,0.970536131476514,47.0,21.74185942783803,4.0,4.0
47.978,49.377,0.0,25.0,25.0,25.0,5.334779120219183,73.0,30.765965635207912,70.0,13.899255244572903,36.0,46.0
47.978,49.377,0.0,12.0,12.0,38.0,13.114501845125519,42.0,9.665313655097908,85.0,27.220184499776572,85.0,68.0
47.978,49.377,0.0,0.0,0.0,50.0,17.192163866229713,56.0,21.52820149479221,46.0,11.279634638978077,66.0,60.0
47.978,49.377,0.0,16.0,16.0,34.0,14.144436065085184,83.0,28.22239035992755,18.0,7.633173574987268,1.0,35.0
47.978,49.377,0.0,0.0,0.0,50.0,22.882303374877893,55.0,14.575168635931893,100.0,12.542527989190212,46.0,37.0
47.978,49.377,0.0,30.0,30.0,20.0,22.334785410162763,9.0,23.437239424671095,69.0,4.227975165166143,51.0,15.0
47.978,49.377,0.0,44.0,44.0,6.0,24.243992831299217,28.0,11.817421618288007,93.0,13.938585550412776,85.0,12.0
47.978,49.377,0.0,11.0,11.0,39.0,17.319473455676537,23.0,26.545422478666108,57.0,6.135104065657357,7.0,68.0
47.978,49.377,0.0,38.0,38.0,12.0,16.71714458701278,35.0,23.435453164661517,74.0,9.847402248325704,7.0,39.0
47.978,49.377,0.0,1.0,1.0,49.0,36.29916252126588,72.0,5.768766429434128,24.0,7.932071049299998,87.0,24.0
47.978,49.377,0.0,41.0,41.0,9.0,23.05046310065451,65.0,10.807815214078238,98.0,16.141721685267253,10.0,1.0
47.978,49.377,0.0,9.0,9.0,41.0,24.554620295218463,40.0,7.651089865387174,59.0,17.794289839394363,3.0,11.0
47.978,49.377,0.0,14.0,14.0,36.0,21.210673540592783,28.0,19.86930851338073,52.0,8.920017946026485,68.0,94.0
47.978,49.377,0.0,24.0,24.0,26.0,9.70442954148741,59.0,37.59955239592822,98.0,2.6960180625843724,87.0,93.0
47.978,49.377,0.0,25.0,25.0,25.0,3.604348416567128,81.0,35.37489694323046,1.0,11.020754640202407,44.0,45.0
47.978,49.377,0.0,38.0,38.0,12.0,4.848281415321917,25.0,43.40105182876448,49.0,1.750666755913602,86.0,13.0
47.978,49.377,0.0,17.0,17.0,33.0,33.01513945133381,48.0,11.651208542442273,94.0,5.333652006223917,60.0,65.0
47.978,49.377,0.0,4.0,4.0,46.0,30.476875516989836,5.0,8.440297288456323,76.0,11.082827194553841,68.0,2.0
47.978,49.377,0.0,12.0,12.0,38.0,4.199792305544113,82.0,23.650193352001846,4.0,22.15001434245404,97.0,92.0
47.978,49.377,0.0,46.0,46.0,4.0,24.14364720506125,13.0,24.53291755128991,78.0,1.3234352436488384,64.0,49.0
47.978,49.377,0.0,35.0,35.0,15.0,26.483953599513665,71.0,3.268500068152867,10.0,20.247546332333467,94.0,14.0
47.978,49.377,0.0,15.0,15.0,35.0,17.57576308122932,58.0,6.516923495915456,42.0,25.907313422855225,81.0,53.0
47.978,49.377,0.0,49.0,49.0,1.0,15.648803808697535,28.0,16.223527132643476,48.0,18.12766905865899,9.0,69.0
47.978,49.377,0.0,28.0,28.0,22.0,18.72555778429632,20.0,11.870565865014262,15.0,19.403876350689416,15.0,31.0
47.978,49.377,0.0,44.0,44.0,6.0,11.939110696974602,12.0,30.068880569828217,76.0,7.992008733197181,31.0,98.0
47.978,49.377,0.0,32.0,32.0,18.0,8.664749154190583,30.0,13.910403623979567,90.0,27.42484722182985,87.0,36.0
47.978,49.377,0.0,46.0,46.0,4.0,20.677191796582395,21.0,3.2160792028779577,72.0,26.106729000539644,90.0,47.0
47.978,49.377,0.0,7.0,7.0,43.0,24.134575487353604,55.0,6.2367985473474885,45.0,19.628625965298905,44.0,54.0
47.978,49.377,0.0,10.0,10.0,40.0,16.985197604544556,96.0,15.504939291246124,37.0,17.50986310420932,59.0,8.0
47.978,49.377,0.0,49.0,49.0,1.0,14.402704750641423,47.0,13.061419314290788,55.0,22.53587593506779,46.0,9.0
47.978,49.377,0.0,11.0,11.0,39.0,20.940789159445103,72.0,20.82282799291621,95.0,8.236382847638687,74.0,56.0
47.978,49.377,0.0,11.0,11.0,39.0,19.05552801055825,0.0,10.40980017067758,15.0,20.534671818764174,88.0,86.0
47.978,49.377,0.0,12.0,12.0,38.0,19.94366684234732,52.0,4.462068450256667,8.0,25.594264707396007,26.0,57.0
47.978,49.377,0.0,35.0,35.0,15.0,24.5392244511619,34.0,8.947684878734828,22.0,16.513090670103274,18.0,58.0
47.978,49.377,0.0,3.0,3.0,47.0,19.692272659852744,45.0,7.809322724703134,88.0,22.49840461544412,27.0,27.0
47.978,49.377,0.0,13.0,13.0,37.0,15.9117163854096,9.0,23.51210573388466,7.0,10.576177880705734,25.0,77.0
47.978,49.377,0.0,26.0,26.0,24.0,5.925033467836717,95.0,19.79877782849759,30.0,24.276188703665692,73.0,59.0
47.978,49.377,0.0,10.0,10.0,40.0,35.81776078819532,50.0,5.889945920443089,69.0,8.292293291361593,17.0,55.0
47.978,49.377,0.0,20.0,20.0,30.0,23.426381448192675,40.0,16.23051516370395,76.0,10.343103388103378,96.0,22.0
47.978,49.377,0.0,34.0,34.0,16.0,18.85036864693916,80.0,9.3544589719203,94.0,21.79517238114054,25.0,33.0
47.978,49.377,0.0,13.0,13.0,37.0,1.8371590178832768,64.0,13.939088669258194,18.0,34.22375231285853,61.0,61.0
47.978,49.377,0.0,23.0,23.0,27.0,31.20950983809577,9.0,8.586110076895094,29.0,10.204380085009134,77.0,76.0
47.978,49.377,0.0,20.0,20.0,30.0,20.55196272990426,49.0,11.440690974728184,11.0,18.007346295367554,87.0,30.0
47.978,49.377,0.0,21.0,21.0,29.0,3.2433544554251603,60.0,35.356069214027194,98.0,11.400576330547647,51.0,22.0
47.978,49.377,0.0,32.0,32.0,18.0,9.939194797798843,77.0,11.53408816877183,52.0,28.52671703342933,76.0,25.0
47.978,49.377,0.0,19.0,19.0,31.0,21.528658963079668,3.0,5.425892626922721,78.0,23.04544840999761,77.0,54.0
47.978,49.377,0.0,14.0,14.0,36.0,1.3573494377497446,97.0,40.87668888120715,69.0,7.765961681043104,37.0,69.0
47.978,49.377,0.0,39.0,39.0,11.0,16.01079682382307,22.0,21.638447598450565,31.0,12.350755577726364,68.0,77.0
