MR,H4,H27,u0_M,u0_R,u0_MR,u0_H4,u0_KDM5A,u0_H0,u0_PRC2,u0_H27,u0_KDM6A,u0_KMT
47.978,49.377,0.0,7.0,7.0,43.0,17.336891960612498,29.0,16.101744991948816,74.0,16.56136304743869,47.0,39.0
47.978,49.377,0.0,33.0,33.0,17.0,6.977676096534009,72.0,40.49816680082183,15.0,2.524157102644161,87.0,4.0
47.978,49.377,0.0,5.0,5.0,45.0,6.472509072628905,53.0,16.51432811719446,46.0,27.013162810176635,50.0,18.0
47.978,49.377,0.0,50.0,50.0,0.0,17.6213122365305,89.0,25.531812829506332,77.0,6.84687493396317,14.0,85.0
47.978,49.377,0.0,3.0,3.0,47.0,17.62827418948568,97.0,10.772965244907251,38.0,21.59876056560707,23.0,78.0
47.978,49.377,0.0,33.0,33.0,17.0,31.249504414805987,0.0,3.3174508432567786,33.0,15.43304474193724,89.0,7.0
47.978,49.377,0.0,47.0,47.0,3.0,35.69868220501249,7.0,7.801176341354805,30.0,6.500141453632705,96.0,30.0
47.978,49.377,0.0,28.0,28.0,22.0,32.35416524329017,56.0,1.7815230741879486,86.0,15.864311682521882,78.0,86.0
47.978,49.377,0.0,12.0,12.0,38.0,17.819899612155925,48.0,0.4727347551898501,64.0,31.707365632654223,76.0,20.0
47.978,49.377,0.0,40.0,40.0,10.0,0.2632753516912211,90.0,19.87396228574401,98.0,29.86276236256477,23.0,24.0
47.978,49.377,0.0,23.0,23.0,27.0,15.99656649699417,0.0,2.4438685019665387,67.0,31.559565001039292,94.0,49.0
47.978,49.377,0.0,10.0,10.0,40.0,19.12612064797899,40.0,7.181218069817745,100.0,23.692661282203265,34.0,71.0
47.978,49.377,0.0,28.0,28.0,22.0,5.196365810100138,46.0,34.58195485430466,75.0,10.221679335595201,55.0,8.0
47.978,49.377,0.0,22.0,22.0,28.0,5.007119394494184,25.0,26.593839712432406,12.0,18.39904089307341,13.0,50.0
47.978,49.377,0.0,20.0,20.0,30.0,1.8738005212750142,13.0,24.032342216210683,74.0,24.0938572625143,31.0,29.0
47.978,49.377,0.0,11.0,11.0,39.0,11.857185099101661,36.0,32.83378305905005,68.0,5.30903184184829,4.0,92.0
47.978,49.377,0.0,20.0,20.0,30.0,4.2934309082593085,58.0,26.612569318485512,78.0,19.09399977325518,27.0,54.0
47.978,49.377,0.0,12.0,12.0,38.0,16.766870689641358,72.0,14.914904797531603,20.0,18.318224512827037,51.0,20.0
47.978,49.377,0.0,19.0,19.0,31.0,34.39159894185851,8.0,12.204018205225385,98.0,3.4043828529161066,70.0,95.0
47.978,49.377,0.0,7.0,7.0,43.0,7.271107246962984,77.0,22.773784740389623,7.0,19.955108012647393,92.0,9.0
47.978,49.377,0.0,8.0,8.0,42.0,15.782514882841497,83.0,5.0803562432417,25.0,29.1371288739168,44.0,8.0
47.978,49.377,0.0,25.0,25.0,25.0,33.950698171767044,42.0,10.344531653414784,44.0,5.704770174818174,48.0,28.0
47.978,49.377,0.0,18.0,18.0,32.0,26.046506022280045,64.0,18.18554157417428,98.0,5.767952403545673,26.0,55.0
47.978,49.377,0.0,36.0,36.0,14.0,33.16756384910039,95.0,10.380560624975494,57.0,6.451875525924117,56.0,29.0
47.978,49.377,0.0,43.0,43.0,7.0,15.341200717109563,22.0,20.8314576448803,96.0,13.827341638010136,25.0,87.0
47.978,49.377,0.0,7.0,7.0,43.0,25.223139003063423,94.0,15.780352129023331,81.0,8.99650886791325,13.0,66.0
47.978,49.377,0.0,35.0,35.0,15.0,31.464963709335123,38.0,5.484927001668866,28.0,13.050109288996012,66.0,83.0
47.978,49.377,0.0,17.0,17.0,33.0,13.106679948492985,23.0,35.62599208680364,2.0,1.2673279647033757,66.0,25.0
47.978,49.377,0.0,11.0,11.0,39.0,19.01566632632628,57.0,12.400023694743563,9.0,18.584309978930158,62.0,6.0
47.978,49.377,0.0,49.0,49.0,1.0,25.22970613370645,89.0,5.642553098942186,81.0,19.127740767351366,39.0,65.0
47.978,49.377,0.0,46.0,46.0,4.0,6.975493123541043,57.0,29.846766101610324,13.0,13.177740774848633,62.0,81.0
47.978,49.377,0.0,31.0,31.0,19.0,11.323821611628471,0.0,23.48296158737095,77.0,15.193216801000576,5.0,65.0
47.978,49.377,0.0,6.0,6.0,44.0,25.192670892114364,50.0,1.601060167406886,9.0,23.206268940478747,95.0,69.0
47.978,49.377,0.0,22.0,22.0,28.0,19.111855064536783,26.0,22.62538032178379,47.0,8.262764613679435,68.0,75.0
47.978,49.377,0.0,47.0,47.0,3.0,6.139271329849112,91.0,24.67710262744634,6.0,19.183626042704546,18.0,83.0
47.978,49.377,0.0,2.0,2.0,48.0,37.618831945511786,9.0,10.583346523224694,28.0,1.7978215312635253,29.0,90.0
47.978,49.377,0.0,7.0,7.0,43.0,10.558273323379632,96.0,15.764370411516023,44.0,23.677356265104347,72.0,74.0
47.978,49.377,0.0,16.0,16.0,34.0,4.998791875238082,5.0,44.43424516727692,59.0,0.5669629574849994,35.0,25.0
47.978,49.377,0.0,1.0,1.0,49.0,20.041648841386547,89.0,4.955449929188217,60.0,25.002901229425238,63.0,94.0
47.978,49.377,0.0,49.0,49.0,1.0,18.138211757090392,47.0,17.544495629968843,43.0,14.31729261294076,27.0,97.0
47.978,49.377,0.0,18.0,18.0,32.0,6.630330560383817,66.0,16.393646191497737,74.0,26.976023248118445,56.0,24.0
47.978,49.377,0.0,27.0,27.0,23.0,18.800198684010315,78.0,20.8858215460239,57.0,10.313979769965782,1.0,72.0
47.978,49.377,0.0,1.0,1.0,49.0,5.31883383265189,57.0,10.231163500226327,88.0,34.45000266712179,44.0,50.0
47.978,49.377,0.0,5.0,5.0,45.0,34.25102016879604,17.0,8.735373482396191,59.0,7.013606348807774,11.0,51.0
47.978,49.377,0.0,50.0,50.0,0.0,18.4551047985718,64.0,25.421593865528983,48.0,6.1233013358992165,91.0,78.0
47.978,49.377,0.0,32.0,32.0,18.0,15.773376868428041,93.0,31.33292968657581,11.0,2.89369344499615,84.0,79.0
47.978,49.377,0.0,0.0,0.0,50.0,8.35569102171499,5.0,20.028465912456365,70.0,21.61584306582864,9.0,59.0
47.978,49.377,0.0,37.0,37.0,13.0,11.65508293202091,4.0,17.005862966352264,41.0,21.339054101626825,90.0,14.0
47.978,49.377,0.0,6.0,6.0,44.0,3.01846922887253,19.0,9.228702546927446,82.0,37.75282822420002,82.0,3.0
47.978,49.377,0.0,49.0,49.0,1.0,31.37945670913571,98.0,9.798711148079047,54.0,8.821832142785242,100.0,42.0
47.978,49.377,0.0,44.0,44.0,6.0,19.318287386146395,7.0,21.988400596385606,72.0,8.693312017468005,4.0,76.0
47.978,49.377,0.0,40.0,40.0,10.0,26.226428572627565,68.0,16.10922435841812,65.0,7.664347068954313,10.0,55.0
47.978,49.377,0.0,24.0,24.0,26.0,17.391600172001745,43.0,18.521623909255478,55.0,14.086775918742777,5.0,89.0
47.978,49.377,0.0,31.0,31.0,19.0,21.56571650459239,55.0,15.333231068823327,26.0,13.101052426584282,56.0,88.0
47.978,49.377,0.0,31.0,31.0,19.0,2.8133864878861785,19.0,25.435144720636263,82.0,21.75146879147756,5.0,50.0
47.978,49.377,0.0,43.0,43.0,7.0,17.436235684173422,49.0,24.793740615761735,35.0,7.770023700064844,85.0,60.0
47.978,49.377,0.0,49.0,49.0,1.0,12.72197309938309,61.0,15.876301730416705,45.0,21.401725170200212,58.0,37.0
47.978,49.377,0.0,35.0,35.0,15.0,15.694722253590307,39.0,31.384308633359655,79.0,2.9209691130500377,7.0,11.0
47.978,49.377,0.0,48.0,48.0,2.0,19.04976804426756,74.0,22.521290083503548,4.0,8.4289418722289,93.0,36.0
47.978,49.377,0.0,19.0,19.0,31.0,21.822643984518734,91.0,5.701167638368261,82.0,22.47618837711301,35.0,45.0
47.978,49.377,0.0,33.0,33.0,17.0,6.7470813502155,4.0,16.43237644255602,85.0,26.82054220722848,46.0,44.0
47.978,49.377,0.0,40.0,40.0,10.0,9.046294401210009,43.0,37.219153242325675,10.0,3.734552356464313,43.0,39.0
47.978,49.377,0.0,22.0,22.0,28.0,17.73632382146904,90.0,26.67916551266325,17.0,5.584510665867714,28.0,48.0
47.978,49.377,0.0,39.0,39.0,11.0,17.753123360168214,98.0,9.380583262699082,26.0,22.866293377132703,41.0,94.0
47.978,49.377,0.0,38.0,38.0,12.0,14.356022976981237,72.0,20.57408028243,74.0,15.069896740588764,93.0,92.0
47.978,49.377,0.0,23.0,23.0,27.0,28.959294543552563,41.0,0.13262708496230766,9.0,20.90807837148513,67.0,29.0
47.978,49.377,0.0,17.0,17.0,33.0,11.653729793621256,47.0,3.039486056407264,99.0,35.30678414997148,61.0,83.0
47.978,49.377,0.0,14.0,14.0,36.0,16.739485697462126,60.0,4.507589502547458,1.0,28.752924799990417,88.0,90.0
47.978,49.377,0.0,9.0,9.0,41.0,12.787471234205109,63.0,12.20714424476941,93.0,25.005384521025483,3.0,0.0
47.978,49.377,0.0,46.0,46.0,4.0,15.911537576651007,93.0,16.75281346496839,2.0,17.335648958380606,88.0,79.0
47.978,49.377,0.0,15.0,15.0,35.0,21.130593706336125,4.0,28.41238582988346,88.0,0.4570204637804172,35.0,78.0
47.978,49.377,0.0,21.0,21.0,29.0,21.961781489068247,70.0,17.745632310044353,90.0,10.292586200887401,58.0,58.0
47.978,49.377,0.0,37.0,37.0,13.0,40.60695645621854,65.0,1.169974835091352,78.0,8.223068708690109,100.0,11.0
47.978,49.377,0.0,3.0,3.0,47.0,6.664778404094379,42.0,16.510370849019985,37.0,26.824850746885637,26.0,61.0
47.978,49.377,0.0,40.0,40.0,10.0,15.137199642679974,46.0,14.316320047003183,54.0,20.54648031031684,23.0,18.0
47.978,49.377,0.0,45.0,45.0,5.0,21.582661889901395,19.0,15.282155783796094,89.0,13.135182326302514,40.0,98.0
47.978,49.377,0.0,18.0,18.0,32.0,6.509056742349123,11.0,24.77145024630818,96.0,18.719493011342696,31.0,82.0
47.978,49.377,0.0,35.0,35.0,15.0,14.306304215042351,90.0,24.039566068332594,84.0,11.654129716625055,8.0,94.0
47.978,49.377,0.0,13.0,13.0,37.0,13.960843049424277,71.0,21.712744313112925,92.0,14.326412637462797,44.0,16.0
47.978,49.377,0.0,40.0,40.0,10.0,15.024403286722462,68.0,15.169044939020951,12.0,19.806551774256587,100.0,86.0
47.978,49.377,0.0,39.0,39.0,11.0,18.478532507577906,47.0,23.529618689242344,74.0,7.991848803179746,14.0,36.0
47.978,49.377,0.0,28.0,28.0,22.0,8.74075727805083,35.0,24.213254956292467,81.0,17.0459877656567,79.0,1.0
47.978,49.377,0.0,10.0,10.0,40.0,13.573960765119775,40.0,24.670340348832344,61.0,11.755698886047883,40.0,60.0
47.978,49.377,0.0,2.0,2.0,48.0,19.62554607825783,98.0,15.452135646494932,92.0,14.922318275247235,22.0,31.0
47.978,49.377,0.0,2.0,2.0,48.0,25.21732730185487,60.0,5.310869551161121,54.0,19.471803146984012,69.0,8.0
47.978,49.377,0.0,42.0,42.0,8.0,23.951797197301833,1.0,11.070930786540933,56.0,14.977272016157233,49.0,96.0
47.978,49.377,0.0,49.0,49.0,1.0,36.646541177886085,40.0,8.32704966724704,80.0,5.026409154866878,97.0,99.0
47.978,49.377,0.0,38.0,38.0,12.0,24.217496162647283,76.0,21.271899672982908,100.0,4.510604164369807,87.0,9.0
47.978,49.377,0.0,16.0,16.0,34.0,18.61024843078955,24.0,20.897287126985642,71.0,10.492464442224808,73.0,5.0
47.978,49.377,0.0,12.0,12.0,38.0,9.288700215225429,4.0,25.775242126381627,53.0,14.936057658392945,7.0,76.0
47.978,49.377,0.0,47.0,47.0,3.0,12.771494688186323,67.0,20.099319609812568,11.0,17.12918570200111,49.0,36.0
47.978,49.377,0.0,36.0,36.0,14.0,15.580252576447672,7.0,18.3275833013391,7.0,16.09216412221323,52.0,13.0
47.978,49.377,0.0,46.0,46.0,4.0,22.874133845892718,59.0,24.98048799937394,19.0,2.145378154733342,88.0,70.0
47.978,49.377,0.0,46.0,46.0,4.0,10.80332953385799,76.0,17.228510614595546,26.0,21.968159851546464,42.0,36.0
47.978,49.377,0.0,22.0,22.0,28.0,15.769449971688973,25.0,11.775888463665419,3.0,22.454661564645605,60.0,47.0
47.978,49.377,0.0,43.0,43.0,7.0,24.45351547441124,67.0,17.342500098500953,12.0,8.203984427087807,45.0,49.0
47.978,49.377,0.0,37.0,37.0,13.0,14.414604039968255,10.0,33.313457729348016,69.0,2.2719382306837317,88.0,59.0
47.978,49.377,0.0,4.0,4.0,46.0,25.63124299403814,7.0,8.118874599992106,35.0,16.249882405969757,40.0,49.0
47.978,49.377,0.0,3.0,3.0,47.0,7.324949714356836,10.0,8.983735747450858,65.0,33.69131453819231,24.0,2.0
47.978,49.377,0.0,9.0,9.0,41.0,13.413552489693403,96.0,22.92729188652259,39.0,13.659155623784011,11.0,89.0
47.978,49.377,0.0,19.0,19.0,31.0,2.2863332589068897,35.0,27.848448819250255,34.0,19.865217921842856,88.0,45.0
47.978,49.377,0.0,42.0,42.0,8.0,24.727891282173513,58.0,5.702958150948852,51.0,19.569150566877635,85.0,93.0
47.978,49.377,0.0,19.0,19.0,31.0,17.454265875658212,96.0,5.055241878317524,37.0,27.49049224602426,32.0,66.0
47.978,49.377,0.0,4.0,4.0,46.0,22.046051867899934,11.0,0.04291171808692852,0.0,27.911036414013136,65.0,79.0
47.978,49.377,0.0,18.0,18.0,32.0,23.95377435447991,79.0,17.752907715962962,7.0,8.293317929557125,38.0,56.0
47.978,49.377,0.0,23.0,23.0,27.0,17.860299784367697,79.0,17.650030679398004,10.0,14.4896695362343,44.0,36.0
47.978,49.377,0.0,30.0,30.0,20.0,3.879732790527891,34.0,29.667657342022345,71.0,16.452609867449763,95.0,52.0
47.978,49.377,0.0,16.0,16.0,34.0,4.467217290076148,96.0,23.461046024338195,29.0,22.071736685585655,66.0,70.0
47.978,49.377,0.0,9.0,9.0,41.0,35.610110618633875,70.0,3.200791155373105,11.0,11.189098225993018,88.0,95.0
47.978,49.377,0.0,0.0,0.0,50.0,15.529023315993799,0.0,17.592761299021802,21.0,16.8782153849844,37.0,24.0
47.978,49.377,0.0,41.0,41.0,9.0,19.92433273022023,41.0,13.178496448895478,65.0,16.89717082088429,89.0,29.0
47.978,49.377,0.0,19.0,19.0,31.0,8.379460433266395,100.0,33.628920299856404,13.0,7.991619266877199,95.0,61.0
47.978,49.377,0.0,24.0,24.0,26.0,13.376075166097431,27.0,18.0854162568958,13.0,18.53850857700677,68.0,57.0
47.978,49.377,0.0,44.0,44.0,6.0,21.608975335910724,49.0,19.044494875188903,49.0,9.346529788900375,27.0,3.0
47.978,49.377,0.0,42.0,42.0,8.0,9.679995435312023,32.0,38.01047282273668,55.0,2.3095317419512966,19.0,35.0
47.978,49.377,0.0,21.0,21.0,29.0,4.210693246883521,48.0,35.054476350224796,10.0,10.734830402891685,66.0,95.0
47.978,49.377,0.0,10.0,10.0,40.0,24.610912604367876,64.0,23.885866656208236,98.0,1.5032207394238906,52.0,99.0
47.978,49.377,0.0,19.0,19.0,31.0,2.361223356584056,74.0,22.27664169374491,24.0,25.36213494967103,97.0,53.0
47.978,49.377,0.0,35.0,35.0,15.0,18.30248374149871,66.0,14.580772547228355,19.0,17.116743711272935,49.0,33.0
47.978,49.377,0.0,43.0,43.0,7.0,19.317240445329855,26.0,28.20825700338058,32.0,2.4745025512895613,42.0,20.0
47.978,49.377,0.0,21.0,21.0,29.0,39.735622779835246,52.0,2.291901486557309,3.0,7.972475733607442,70.0,4.0
47.978,49.377,0.0,27.0,27.0,23.0,14.472810643481782,32.0,9.996461698722227,88.0,25.53072765779599,40.0,76.0
47.978,49.377,0.0,16.0,16.0,34.0,25.967581741151253,0.0,18.85499230795085,33.0,5.177425950897893,64.0,68.0
47.978,49.377,0.0,40.0,40.0,10.0,8.89107048777083,43.0,18.77206674959175,0.0,22.33686276263741,42.0,44.0
47.978,49.377,0.0,49.0,49.0,1.0,26.089817057064458,99.0,11.910459369884657,27.0,11.99972357305088,30.0,74.0
47.978,49.377,0.0,5.0,5.0,45.0,8.714499027061418,91.0,20.834389468752978,33.0,20.451111504185604,46.0,10.0
47.978,49.377,0.0,27.0,27.0,23.0,26.983051125871853,66.0,15.71961603992053,35.0,7.297332834207616,74.0,26.0
47.978,49.377,0.0,9.0,9.0,41.0,22.11670219725499,42.0,0.3953128103474685,0.0,27.487984992397543,70.0,57.0
47.978,49.377,0.0,10.0,10.0,40.0,17.16850981516959,66.0,6.209905517848578,57.0,26.621584666981835,71.0,21.0
47.978,49.377,0.0,28.0,28.0,22.0,20.473178927457486,58.0,10.580116834587152,56.0,18.946704237955363,85.0,80.0
47.978,49.377,0.0,50.0,50.0,0.0,19.872184836902786,26.0,11.926908985662495,89.0,18.20090617743472,44.0,66.0
47.978,49.377,0.0,29.0,29.0,21.0,28.238848325918372,50.0,11.07854346065815,43.0,10.682608213423476,83.0,20.0
47.978,49.377,0.0,20.0,20.0,30.0,11.68272032345097,84.0,16.537359130181024,63.0,21.779920546368004,83.0,58.0
47.978,49.377,0.0,30.0,30.0,20.0,22.150194689719633,58.0,0.07111002710467051,19.0,27.778695283175693,78.0,3.0
47.978,49.377,0.0,41.0,41.0,9.0,18.953444679698343,72.0,18.00395664305827,5.0,13.042598677243387,43.0,39.0
47.978,49.377,0.0,16.0,16.0,34.0,30.649175273241326,55.0,15.145845714516122,22.0,4.204979012242554,34.0,69.0
47.978,49.377,0.0,22.0,22.0,28.0,21.595059584414653,18.0,15.110885632634233,74.0,13.294054782951115,66.0,1.0
47.978,49.377,0.0,35.0,35.0,15.0,8.665127694748989,42.0,24.094984088477133,1.0,17.239888216773878,21.0,8.0
47.978,49.377,0.0,31.0,31.0,19.0,14.673242603993657,80.0,33.90518671822545,79.0,1.4215706777808905,7.0,69.0
47.978,49.377,0.0,38.0,38.0,12.0,23.85200201245231,88.0,6.303087580846522,1.0,19.844910406701175,96.0,7.0
47.978,49.377,0.0,33.0,33.0,17.0,20.18808692480387,52.0,15.330561176990482,24.0,14.48135189820565,91.0,47.0
47.978,49.377,0.0,10.0,10.0,40.0,11.531366419755578,63.0,31.074288013323844,46.0,7.394345566920578,59.0,79.0
47.978,49.377,0.0,26.0,26.0,24.0,21.059116964633493,44.0,19.911698009409072,26.0,9.029185025957439,53.0,12.0
47.978,49.377,0.0,3.0,3.0,47.0,5.23556965749885,99.0,4.197856784837669,57.0,40.56657355766348,43.0,37.0
47.978,49.377,0.0,3.0,3.0,47.0,13.785958262383318,10.0,15.903749869221189,100.0,20.31029186839549,70.0,89.0
47.978,49.377,0.0,19.0,19.0,31.0,5.463064442988907,56.0,21.17666581716227,4.0,23.360269739848825,88.0,25.0
47.978,49.377,0.0,47.0,47.0,3.0,3.322064629634625,62.0,35.00030401895112,3.0,11.677631351414256,100.0,77.0
47.978,49.377,0.0,44.0,44.0,6.0,33.49725233047122,3.0,6.60459840947546,9.0,9.898149260053321,67.0,59.0
47.978,49.377,0.0,46.0,46.0,4.0,18.08499319756584,54.0,20.5234199513932,10.0,11.391586851040957,41.0,76.0
47.978,49.377,0.0,19.0,19.0,31.0,1.629965166949599,49.0,24.395184571903606,69.0,23.974850261146795,80.0,0.0
47.978,49.377,0.0,17.0,17.0,33.0,4.087960931056233,49.0,16.612207690296795,18.0,29.29983137864697,82.0,1.0
47.978,49.377,0.0,41.0,41.0,9.0,3.1592781551041216,77.0,5.124893205379842,41.0,41.71582863951603,64.0,41.0
47.978,49.377,0.0,13.0,13.0,37.0,24.265242526993106,67.0,17.536496165893958,2.0,8.198261307112936,65.0,32.0
47.978,49.377,0.0,43.0,43.0,7.0,21.746989844680037,50.0,19.365400797434358,43.0,8.887609357885603,34.0,18.0
47.978,49.377,0.0,0.0,0.0,50.0,30.450293646429312,33.0,10.042385668511155,77.0,9.507320685059529,79.0,99.0
47.978,49.377,0.0,32.0,32.0,18.0,41.70145582309854,55.0,5.120389882826613,36.0,3.1781542940748455,17.0,2.0
47.978,49.377,0.0,35.0,35.0,15.0,15.203250590945094,66.0,16.74196007480175,8.0,18.054789334253158,61.0,100.0
47.978,49.377,0.0,25.0,25.0,25.0,20.251664159062987,25.0,15.095562259928471,51.0,14.652773581008542,15.0,19.0
47.978,49.377,0.0,21.0,21.0,29.0,15.037302485093614,9.0,22.531861869558856,95.0,12.430835645347535,17.0,48.0
47.978,49.377,0.0,24.0,24.0,26.0,20.75561559668148,78.0,3.672059345880791,51.0,25.572325057437734,38.0,100.0
47.978,49.377,0.0,46.0,46.0,4.0,7.5090916765480085,22.0,22.946560524851115,63.0,19.544347798600874,71.0,20.0
47.978,49.377,0.0,48.0,48.0,2.0,18.175164334934486,0.0,30.12016648993648,19.0,1.7046691751290344,98.0,87.0
47.978,49.377,0.0,5.0,5.0,45.0,1.937814703507218,70.0,42.838970268403315,58.0,5.223215028089463,6.0,78.0
47.978,49.377,0.0,8.0,8.0,42.0,7.173418706837512,18.0,29.088649904572836,41.0,13.737931388589654,63.0,22.0
47.978,49.377,0.0,25.0,25.0,25.0,44.124815145128224,90.0,2.4739029912857258,59.0,3.40128186358605,64.0,4.0
47.978,49.377,0.0,1.0,1.0,49.0,5.239132205864882,73.0,29.79314304150692,76.0,14.967724752628202,71.0,78.0
47.978,49.377,0.0,23.0,23.0,27.0,9.424849819461876,64.0,32.89385515210784,81.0,7.681295028430284,44.0,51.0
47.978,49.377,0.0,7.0,7.0,43.0,4.686039235501101,45.0,21.143400311715133,90.0,24.170560452783764,51.0,44.0
47.978,49.377,0.0,45.0,45.0,5.0,8.934187741173462,66.0,4.536712160483954,55.0,36.52910009834258,5.0,75.0
47.978,49.377,0.0,11.0,11.0,39.0,26.089088724924096,90.0,19.570356660985162,71.0,4.34055461409074,69.0,65.0
47.978,49.377,0.0,46.0,46.0,4.0,23.40311299839502,39.0,25.619123923953282,63.0,0.9777630776516995,63.0,63.0
47.978,49.377,0.0,2.0,2.0,48.0,14.346001307654417,29.0,14.458226875222019,68.0,21.195771817123568,82.0,59.0
47.978,49.377,0.0,19.0,19.0,31.0,37.05891885065881,7.0,12.746842021234821,44.0,0.1942391281063653,92.0,8.0
47.978,49.377,0.0,4.0,4.0,46.0,31.820762958635555,40.0,1.2583393864461667,30.0,16.920897654918274,99.0,35.0
47.978,49.377,0.0,30.0,30.0,20.0,9.557432118264508,6.0,30.023249357130204,73.0,10.419318524605286,76.0,83.0
47.978,49.377,0.0,3.0,3.0,47.0,15.90723536148413,99.0,22.610246645418865,26.0,11.482517993097007,51.0,24.0
47.978,49.377,0.0,27.0,27.0,23.0,15.155374216966912,43.0,13.839068326631343,73.0,21.005557456401743,88.0,60.0
47.978,49.377,0.0,21.0,21.0,29.0,10.867362309455292,18.0,31.212683412193783,85.0,7.919954278350922,94.0,29.0
47.978,49.377,0.0,9.0,9.0,41.0,30.905230431247073,26.0,13.030540170936574,44.0,6.064229397816358,93.0,37.0
47.978,49.377,0.0,15.0,15.0,35.0,10.928247919389943,47.0,14.838771890849038,13.0,24.23298018976102,44.0,53.0
47.978,49.377,0.0,1.0,1.0,49.0,30.109869287401818,45.0,3.9906425247115074,76.0,15.899488187886673,34.0,70.0
47.978,49.377,0.0,35.0,35.0,15.0,14.788817388238305,22.0,18.63329761713647,49.0,16.577884994625233,3.0,10.0
47.978,49.377,0.0,8.0,8.0,42.0,19.2795055306809,97.0,8.795164776634072,34.0,21.92532969268503,38.0,8.0
47.978,49.377,0.0,3.0,3.0,47.0,14.109657673584856,46.0,18.58511602234303,83.0,17.30522630407211,82.0,95.0
47.978,49.377,0.0,48.0,48.0,2.0,5.2194850450417345,88.0,34.72497574791565,52.0,10.055539207042619,75.0,82.0
47.978,49.377,0.0,29.0,29.0,21.0,15.100617264324056,44.0,18.150256240224454,37.0,16.74912649545149,92.0,29.0
47.978,49.377,0.0,43.0,43.0,7.0,6.861445969835223,66.0,0.28823490153302284,41.0,42.85031912863175,55.0,37.0
47.978,49.377,0.0,7.0,7.0,43.0,18.829708253133106,96.0,18.75558282112049,88.0,12.414708925746407,1.0,11.0
47.978,49.377,0.0,25.0,25.0,25.0,14.680270967067786,87.0,25.18102052568366,45.0,10.138708507248554,88.0,19.0
47.978,49.377,0.0,2.0,2.0,48.0,17.64389523380694,15.0,14.26934840618214,5.0,18.08675636001092,77.0,74.0
47.978,49.377,0.0,39.0,39.0,11.0,40.80698972254773,10.0,7.424674558447443,47.0,1.7683357190048261,5.0,76.0
47.978,49.377,0.0,25.0,25.0,25.0,27.58916681373461,68.0,9.175144423881232,12.0,13.235688762384157,9.0,86.0
47.978,49.377,0.0,33.0,33.0,17.0,20.027856665043405,10.0,17.538110734791566,66.0,12.434032600165034,96.0,29.0
47.978,49.377,0.0,14.0,14.0,36.0,27.812246542682804,38.0,18.885699639806266,6.0,3.3020538175109295,65.0,99.0
47.978,49.377,0.0,0.0,0.0,50.0,4.409470490314228,35.0,4.000452192669859,97.0,41.59007731701592,86.0,33.0
47.978,49.377,0.0,48.0,48.0,2.0,13.419323154292334,99.0,4.092588973942245,4.0,32.48808787176542,68.0,40.0
47.978,49.377,0.0,19.0,19.0,31.0,19.50448250802059,3.0,19.29556441068679,48.0,11.199953081292618,74.0,66.0
47.978,49.377,0.0,48.0,48.0,2.0,28.93833123471381,96.0,13.130823351808568,87.0,7.930845413477619,78.0,54.0
47.978,49.377,0.0,35.0,35.0,15.0,13.908688562017957,73.0,3.994317696389675,27.0,32.09699374159237,39.0,13.0
47.978,49.377,0.0,2.0,2.0,48.0,17.83745627386302,95.0,17.140001806923426,45.0,15.022541919213552,49.0,10.0
47.978,49.377,0.0,28.0,28.0,22.0,21.37893942387159,42.0,11.151797755641583,44.0,17.46926282048683,69.0,77.0
47.978,49.377,0.0,9.0,9.0,41.0,23.307850191771152,100.0,2.3465161121287377,34.0,24.345633696100112,40.0,62.0
47.978,49.377,0.0,26.0,26.0,24.0,21.91661640113153,24.0,13.782941654885038,30.0,14.300441943983431,1.0,79.0
47.978,49.377,0.0,39.0,39.0,11.0,0.5963286716338076,62.0,24.044192222957772,5.0,25.35947910540842,94.0,66.0
47.978,49.377,0.0,26.0,26.0,24.0,24.340491187691665,70.0,2.487060441193826,44.0,23.17244837111451,45.0,88.0
47.978,49.377,0.0,48.0,48.0,2.0,10.139829581220193,93.0,26.500730303055605,24.0,13.359440115724203,11.0,29.0
47.978,49.377,0.0,3.0,3.0,47.0,19.54024499676179,72.0,26.690103585590638,41.0,3.7696514176475713,30.0,67.0
47.978,49.377,0.0,37.0,37.0,13.0,8.078571155577208,39.0,22.363367722339667,12.0,19.55806112208312,69.0,95.0
47.978,49.377,0.0,32.0,32.0,18.0,14.02830980739004,37.0,9.52704106213343,95.0,26.44464913047653,28.0,78.0
47.978,49.377,0.0,35.0,35.0,15.0,15.105978579107106,84.0,5.652455316007536,71.0,29.241566104885358,96.0,86.0
47.978,49.377,0.0,31.0,31.0,19.0,22.249340594272596,12.0,16.493616684362483,11.0,11.257042721364924,69.0,93.0
47.978,49.377,0.0,6.0,6.0,44.0,6.253827814692572,94.0,21.997290989876927,4.0,21.748881195430503,71.0,23.0
47.978,49.377,0.0,24.0,24.0,26.0,6.519866030760157,65.0,0.12742632728305114,60.0,43.35270764195679,11.0,26.0
47.978,49.377,0.0,49.0,49.0,1.0,0.35223610463139887,80.0,27.391262802766565,47.0,22.256501092602036,44.0,23.0
47.978,49.377,0.0,3.0,3.0,47.0,13.145726722759958,79.0,12.241979500201882,28.0,24.61229377703816,73.0,37.0
47.978,49.377,0.0,39.0,39.0,11.0,18.352576428699187,29.0,21.250735562625792,94.0,10.396688008675024,90.0,28.0
