MR,H4,H27,u0_R,u0_NR,u0_M,u0_MR,u0_H4,u0_KDM5A,u0_H0,u0_PRC2,u0_H27,u0_KDM6A,u0_KMT
498.355,43.538,0.001,47.0,500.0,497.0,3.0,18.106407997616238,100.0,22.20871309659472,67.0,9.68487890578904,48.0,53.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,9.05669419472554,20.0,4.481791677388203,21.0,36.461514127886254,34.0,6.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,17.191329405569153,83.0,14.651360905243287,32.0,18.15730968918756,90.0,82.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,4.9931883551981056,30.0,18.08810225213304,92.0,26.918709392668855,80.0,99.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,22.685554262341014,21.0,13.811079619915064,85.0,13.503366117743917,34.0,96.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,13.120757343529494,100.0,24.053283212554167,78.0,12.82595944391634,91.0,75.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,11.634112131203922,91.0,19.375450541815958,0.0,18.990437326980125,82.0,88.0
498.355,43.538,0.001,32.0,500.0,482.0,18.0,19.052167523819527,8.0,21.436806580445065,92.0,9.511025895735408,90.0,24.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,15.052659079892976,17.0,14.134632684754475,36.0,20.812708235352545,71.0,59.0
498.355,43.538,0.001,32.0,500.0,482.0,18.0,18.863806250475143,37.0,19.251428877910964,3.0,11.884764871613894,96.0,21.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,7.411828848450671,80.0,20.238884567137465,25.0,22.349286584411868,60.0,72.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,26.256578419142503,42.0,5.910732634633157,45.0,17.832688946224337,31.0,20.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,26.19322937661997,26.0,21.624780805957585,47.0,2.181989817422445,94.0,82.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,2.9819736559548757,14.0,24.95369988346872,15.0,22.064326460576407,27.0,14.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,27.259794914673517,1.0,13.989133579364397,47.0,8.751071505962086,87.0,50.0
498.355,43.538,0.001,16.0,500.0,466.0,34.0,22.93903318482405,41.0,22.16983160856199,93.0,4.891135206613957,67.0,39.0
498.355,43.538,0.001,47.0,500.0,497.0,3.0,15.612225285442062,75.0,10.312392376151067,24.0,24.07538233840687,51.0,61.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,17.181570914893328,52.0,1.4146099584090173,86.0,31.403819126697655,3.0,21.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,6.103448525508595,45.0,23.92806243149937,45.0,19.968489042992033,0.0,45.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,11.786444486037349,84.0,32.66924615853192,45.0,5.544309355430732,58.0,83.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,6.730759373400158,37.0,37.999962930180274,59.0,5.269277696419565,71.0,38.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,15.838647009123221,38.0,15.612638674560978,5.0,18.5487143163158,18.0,46.0
498.355,43.538,0.001,36.0,500.0,486.0,14.0,8.217357777724285,66.0,34.82674087418601,60.0,6.9559013480897045,1.0,64.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,11.110552455696892,38.0,4.6178739513876925,45.0,34.271573592915416,78.0,7.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,22.060629396254544,33.0,15.505684121241147,5.0,12.43368648250431,30.0,63.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,19.681246018185526,2.0,16.56096892395704,26.0,13.75778505785744,34.0,22.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,3.2787792540806167,77.0,25.548696494750676,88.0,21.172524251168706,12.0,41.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,16.998262235497982,96.0,18.707973112556704,25.0,14.29376465194532,89.0,96.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,7.754434578663412,15.0,28.44640382081125,2.0,13.799161600525341,29.0,76.0
498.355,43.538,0.001,29.0,500.0,479.0,21.0,22.203716788822888,32.0,6.951352910244579,97.0,20.844930300932536,32.0,20.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,22.28775776467357,14.0,18.17262752121085,63.0,9.539614714115585,75.0,74.0
498.355,43.538,0.001,16.0,500.0,466.0,34.0,8.306174371875816,51.0,22.76989301687726,48.0,18.923932611246933,40.0,27.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,6.915249046078089,61.0,34.4772579960215,83.0,8.607492957900405,32.0,71.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,27.39039322153591,50.0,12.947787156424157,13.0,9.661819622039932,34.0,80.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,21.7431362651988,15.0,20.940867575155757,1.0,7.315996159645445,9.0,55.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,21.710143626960594,84.0,1.8047620710804229,33.0,26.485094301958984,18.0,55.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,22.884529842470457,62.0,10.6467930363628,46.0,16.468677121166742,56.0,80.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,41.163561302381,8.0,6.531313055046884,75.0,2.3051256425721203,83.0,19.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,17.45102509323755,39.0,12.355164213529312,95.0,20.193810693233146,56.0,14.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,21.611396292293662,91.0,16.52977861837951,75.0,11.858825089326832,70.0,12.0
498.355,43.538,0.001,45.0,500.0,495.0,5.0,16.42138570276041,86.0,21.417874847945942,76.0,12.160739449293642,50.0,68.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,43.172130477860996,6.0,0.12162442920561085,53.0,6.706245092933394,89.0,27.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,27.63246254260588,18.0,4.112161387316055,92.0,18.255376070078068,92.0,2.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,19.621543632623858,99.0,21.808418105401735,0.0,8.570038261974407,76.0,22.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,25.338785149762447,59.0,22.937586166582925,72.0,1.723628683654631,59.0,38.0
498.355,43.538,0.001,18.0,500.0,468.0,32.0,20.584297394823867,15.0,3.151608051170246,45.0,26.264094554005883,42.0,17.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,27.529457865245902,42.0,19.48324243906896,63.0,2.9872996956851376,60.0,91.0
498.355,43.538,0.001,1.0,500.0,451.0,49.0,25.449291403695522,48.0,20.856838594351704,34.0,3.693870001952771,29.0,68.0
498.355,43.538,0.001,19.0,500.0,469.0,31.0,7.65771574643866,25.0,11.835333390791156,89.0,30.506950862770186,9.0,79.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,13.166640008191552,14.0,13.130835405123792,73.0,23.702524586684657,90.0,3.0
498.355,43.538,0.001,16.0,500.0,466.0,34.0,30.868482279145596,52.0,14.049579487581369,15.0,5.081938233273038,9.0,89.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,23.31959367566566,30.0,13.138248245001565,79.0,13.542158079332777,17.0,94.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,8.326581984661098,0.0,32.7332784593076,20.0,8.940139556031303,78.0,4.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,9.977061763192404,71.0,22.620564935796686,64.0,17.402373301010908,56.0,6.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,43.63639144931751,67.0,6.1225336796822685,20.0,0.24107487100022934,96.0,39.0
498.355,43.538,0.001,10.0,500.0,460.0,40.0,22.180353223232252,86.0,11.836689345291736,47.0,15.982957431476017,62.0,6.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,22.497361012454164,53.0,0.8109443322911453,55.0,26.691694655254693,35.0,71.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,5.33448232845992,57.0,21.413782425164964,33.0,23.251735246375116,53.0,57.0
498.355,43.538,0.001,11.0,500.0,461.0,39.0,6.647546289317121,99.0,21.18343481262654,95.0,22.169018898056343,62.0,73.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,13.460075918061204,0.0,19.139497094088227,64.0,17.400426987850565,33.0,84.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,5.868441321480182,34.0,21.661696651049517,15.0,22.4698620274703,7.0,18.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,9.76595608063923,69.0,4.079052741283955,49.0,36.15499117807682,20.0,69.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,20.659678115855627,86.0,26.759947960214358,4.0,2.5803739239300136,11.0,23.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,18.9500928984576,34.0,23.31029955966316,3.0,7.7396075418792325,50.0,68.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,14.12193710621395,5.0,34.10911219514462,62.0,1.7689506986414285,75.0,46.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,19.940334889085424,82.0,12.625568595116643,97.0,17.434096515797936,67.0,79.0
498.355,43.538,0.001,35.0,500.0,485.0,15.0,19.12194281096406,5.0,11.330402295598496,1.0,19.547654893437443,16.0,45.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,29.77740514765463,80.0,8.080542075666527,73.0,12.142052776678847,34.0,26.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,7.5378014202312515,34.0,16.361901934300917,14.0,26.100296645467832,52.0,72.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,8.602632733892973,98.0,21.53441064813711,13.0,19.862956617969918,80.0,12.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,36.68519823081468,47.0,10.935434053903325,87.0,2.3793677152819983,70.0,15.0
498.355,43.538,0.001,31.0,500.0,481.0,19.0,8.741932322709282,72.0,30.733344899572725,27.0,10.524722777717992,66.0,21.0
498.355,43.538,0.001,37.0,500.0,487.0,13.0,37.41637323567504,71.0,7.443634788556521,80.0,5.139991975768438,86.0,28.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,6.983538307074727,89.0,28.307008310389534,61.0,14.70945338253574,36.0,87.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,16.116017755686375,45.0,14.914146414885495,58.0,18.969835829428135,76.0,37.0
498.355,43.538,0.001,19.0,500.0,469.0,31.0,13.903504249890958,23.0,12.143866115772493,26.0,23.95262963433655,74.0,75.0
498.355,43.538,0.001,4.0,500.0,454.0,46.0,13.788662584780239,72.0,17.0102518559281,88.0,19.20108555929166,76.0,81.0
498.355,43.538,0.001,11.0,500.0,461.0,39.0,17.369017275267822,29.0,26.353584617417532,20.0,6.277398107314648,22.0,18.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,10.203600699901566,28.0,27.428502157612545,67.0,12.367897142485887,61.0,96.0
498.355,43.538,0.001,4.0,500.0,454.0,46.0,17.671730294547878,44.0,17.02139855383397,18.0,15.306871151618155,66.0,90.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,0.087712440939711,82.0,37.950294406372514,57.0,11.961993152687771,30.0,72.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,18.361403372647548,72.0,22.47256392802176,18.0,9.166032699330689,29.0,35.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,20.97328257923793,2.0,15.882978998336508,79.0,13.14373842242556,73.0,83.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,31.114681209588003,84.0,7.571684057153156,48.0,11.313634733258843,89.0,89.0
498.355,43.538,0.001,29.0,500.0,479.0,21.0,19.672983928822752,99.0,28.274150884470583,83.0,2.052865186706664,43.0,100.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,21.1155149561273,7.0,13.542919089798774,34.0,15.34156595407393,81.0,18.0
498.355,43.538,0.001,3.0,500.0,453.0,47.0,24.19276551986878,59.0,0.5885529490575857,62.0,25.218681531073635,18.0,24.0
498.355,43.538,0.001,4.0,500.0,454.0,46.0,10.77211181681666,10.0,21.38317873202061,32.0,17.844709451162732,100.0,12.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,29.132050174066112,49.0,7.104776115033546,37.0,13.76317371090034,37.0,2.0
498.355,43.538,0.001,36.0,500.0,486.0,14.0,16.894631894707878,35.0,1.3891996443376273,10.0,31.716168460954496,71.0,71.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,26.108348773505384,59.0,3.6803295484181686,11.0,20.211321678076448,40.0,65.0
498.355,43.538,0.001,48.0,500.0,498.0,2.0,23.348936375074317,49.0,20.96196467090016,85.0,5.689098954025525,40.0,59.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,13.651386914264007,15.0,27.221686348508747,35.0,9.126926737227242,66.0,64.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,23.878265913734353,27.0,3.6886810824781433,34.0,22.433053003787503,90.0,33.0
498.355,43.538,0.001,45.0,500.0,495.0,5.0,12.847815469786402,23.0,19.387149677623572,71.0,17.765034852590027,84.0,75.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,16.83457536135304,57.0,19.391753260015477,23.0,13.773671378631484,76.0,9.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,24.903518819512424,43.0,8.059372894087442,92.0,17.037108286400137,54.0,85.0
498.355,43.538,0.001,31.0,500.0,481.0,19.0,8.976020907673643,30.0,14.946408234577367,62.0,26.07757085774899,91.0,74.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,9.727075858283422,87.0,37.899918787028106,16.0,2.373005354688471,65.0,86.0
498.355,43.538,0.001,7.0,500.0,457.0,43.0,22.097329541110202,29.0,9.25402067937242,75.0,18.64864977951738,12.0,34.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,33.0859404874528,17.0,16.82410829345111,29.0,0.08995121909608982,9.0,23.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,20.62385656837069,92.0,22.80971373712938,12.0,6.566429694499926,41.0,80.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,2.97685974488145,61.0,14.128118401320416,3.0,32.895021853798134,22.0,39.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,8.87913468957292,40.0,1.5497193163732819,97.0,39.57114599405379,53.0,39.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,12.030969647450029,10.0,24.3714165495151,45.0,13.597613803034871,87.0,32.0
498.355,43.538,0.001,36.0,500.0,486.0,14.0,19.96150353763332,41.0,18.114705489596883,9.0,11.923790972769789,99.0,13.0
498.355,43.538,0.001,19.0,500.0,469.0,31.0,21.305376548729367,3.0,17.8963440852158,68.0,10.79827936605483,3.0,53.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,6.591329848905455,19.0,27.741026747836262,44.0,15.66764340325828,49.0,53.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,5.849111483398042,96.0,13.123968014557194,71.0,31.026920502044767,18.0,4.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,28.10316235376669,76.0,16.70223635405215,94.0,5.194601292181155,74.0,73.0
498.355,43.538,0.001,37.0,500.0,487.0,13.0,17.620898897412975,34.0,0.4164853635250006,68.0,31.962615739062024,54.0,21.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,3.824988901986678,0.0,20.430024192566314,54.0,25.744986905447007,23.0,90.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,17.937931097786603,62.0,31.181356257393393,67.0,0.8807126448200068,37.0,46.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,26.294311091067488,71.0,13.959289345164693,47.0,9.746399563767818,94.0,74.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,9.896740332293467,6.0,17.90267038867611,96.0,22.200589279030424,28.0,26.0
498.355,43.538,0.001,37.0,500.0,487.0,13.0,39.84166887351215,82.0,0.8351569843273048,94.0,9.323174142160546,72.0,23.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,29.63768612695982,79.0,9.595699353391378,92.0,10.766614519648797,37.0,76.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,2.4121986604993135,58.0,19.248426952928767,20.0,28.33937438657192,54.0,99.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,9.954285896380851,34.0,18.8657521595253,6.0,21.17996194409385,15.0,77.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,2.913409554256697,98.0,19.43679183583818,40.0,27.64979860990513,52.0,48.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,18.972525577419628,87.0,25.2975721171545,96.0,5.729902305425875,46.0,47.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,17.768713490091336,26.0,12.267514240074714,60.0,19.963772269833953,44.0,41.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,3.206614106185858,26.0,41.06111762650038,95.0,5.732268267313757,39.0,64.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,19.087794539953933,30.0,14.009836596947258,20.0,16.90236886309881,33.0,98.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,20.273387682791665,56.0,2.178845171794565,42.0,27.547767145413772,3.0,23.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,6.321053516286956,44.0,20.0589930246005,71.0,23.61995345911254,4.0,87.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,26.06205450648317,36.0,0.7000202710517163,53.0,23.237925222465112,43.0,99.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,10.945665685766096,18.0,24.747231551318375,16.0,14.307102762915525,74.0,47.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,23.32730780657083,56.0,19.97414943292064,44.0,6.698542760508532,23.0,78.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,28.332304972696946,8.0,9.97078680781699,77.0,11.696908219486065,16.0,5.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,8.059776924398685,48.0,33.40776167654447,84.0,8.532461399056846,92.0,2.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,17.18764711400855,95.0,28.912409274533214,56.0,3.89994361145824,5.0,43.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,18.844158432520775,8.0,9.45217219670214,77.0,21.70366937077708,43.0,6.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,19.06374555284673,88.0,23.364776555870847,79.0,7.571477891282427,30.0,89.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,0.6174499690012699,46.0,32.77022908100585,70.0,16.61232094999288,58.0,60.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,21.589347932238436,26.0,4.184793242814157,29.0,24.225858824947405,80.0,16.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,16.970025883169406,64.0,23.066977847348745,58.0,9.962996269481847,80.0,100.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,15.035277312348445,9.0,8.534960586133499,98.0,26.429762101518055,31.0,58.0
498.355,43.538,0.001,35.0,500.0,485.0,15.0,21.970345650221205,63.0,8.781139750094002,43.0,19.248514599684793,17.0,91.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,13.45562077280595,38.0,16.89552259465426,94.0,19.648856632539793,44.0,54.0
498.355,43.538,0.001,36.0,500.0,486.0,14.0,3.3295913268320163,8.0,31.58760885835944,67.0,15.082799814808542,10.0,74.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,12.473151380184289,11.0,24.663191639711723,99.0,12.863656980103988,31.0,44.0
498.355,43.538,0.001,22.0,500.0,472.0,28.0,21.487031989088184,66.0,15.832444055868207,17.0,12.68052395504361,9.0,24.0
498.355,43.538,0.001,22.0,500.0,472.0,28.0,18.581617860719756,41.0,13.828010174103406,50.0,17.59037196517684,0.0,92.0
498.355,43.538,0.001,3.0,500.0,453.0,47.0,21.818049082588306,20.0,10.792301354481491,35.0,17.3896495629302,80.0,41.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,4.646480197953699,40.0,11.323848355058018,98.0,34.02967144698828,17.0,53.0
498.355,43.538,0.001,22.0,500.0,472.0,28.0,23.657495221083643,42.0,4.458112485144589,59.0,21.884392293771768,90.0,55.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,32.67946154126979,52.0,3.741964095093817,14.0,13.578574363636395,50.0,29.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,18.583265743787212,27.0,13.441612805151639,96.0,17.975121451061145,11.0,15.0
498.355,43.538,0.001,29.0,500.0,479.0,21.0,7.038095376069851,48.0,17.545031371547687,60.0,25.41687325238246,2.0,36.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,15.975235176291402,70.0,26.52326686558239,12.0,7.50149795812621,75.0,67.0
498.355,43.538,0.001,1.0,500.0,451.0,49.0,4.6233288727795605,40.0,22.984931039810363,9.0,22.391740087410074,22.0,62.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,27.698923171535665,4.0,17.24650145144195,20.0,5.0545753770223865,82.0,91.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,25.604928369536598,18.0,11.553713692431707,25.0,12.841357938031694,59.0,58.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,30.84391330594629,52.0,5.670363839880901,51.0,13.485722854172808,88.0,9.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,28.058323751472624,46.0,10.126808374900776,93.0,11.814867873626602,88.0,54.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,0.9922496509525464,30.0,35.269356120842424,75.0,13.738394228205033,33.0,54.0
498.355,43.538,0.001,45.0,500.0,495.0,5.0,27.315065022630506,29.0,7.4808568591519045,97.0,15.20407811821759,11.0,51.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,20.07884981725294,82.0,14.061613077409827,6.0,15.85953710533723,88.0,5.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,30.929188865111435,77.0,5.082493979948819,55.0,13.988317154939747,20.0,19.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,25.09568361700885,91.0,4.809192517635775,53.0,20.095123865355376,78.0,60.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,24.93507733100084,32.0,0.800579931002972,92.0,24.26434273799618,4.0,80.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,28.883411744594262,23.0,4.30508513354415,9.0,16.811503121861588,46.0,99.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,34.03906233102188,5.0,7.255443849308942,73.0,8.705493819669178,2.0,82.0
498.355,43.538,0.001,11.0,500.0,461.0,39.0,18.572284513320934,19.0,16.169329503581235,57.0,15.258385983097831,17.0,3.0
498.355,43.538,0.001,31.0,500.0,481.0,19.0,19.961584836068827,13.0,14.44026531305361,26.0,15.598149850877563,39.0,41.0
498.355,43.538,0.001,48.0,500.0,498.0,2.0,17.300776575443013,30.0,29.465296674922705,67.0,3.233926749634279,91.0,31.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,23.319549216249534,27.0,5.649747480109549,3.0,21.030703303640916,47.0,14.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,13.56068857199973,59.0,4.083108285797483,93.0,32.35620314220279,94.0,1.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,36.52907550570687,71.0,0.724636538712074,62.0,12.746287955581053,52.0,13.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,24.505840882827034,18.0,15.884547930971943,28.0,9.609611186201022,39.0,97.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,3.633891341603205,20.0,18.696582246480663,12.0,27.66952641191613,76.0,0.0
498.355,43.538,0.001,35.0,500.0,485.0,15.0,22.047625909063417,66.0,7.505157349392054,54.0,20.44721674154453,46.0,16.0
498.355,43.538,0.001,41.0,500.0,491.0,9.0,19.53672623601506,8.0,4.665935903486346,15.0,25.797337860498594,7.0,98.0
498.355,43.538,0.001,19.0,500.0,469.0,31.0,19.849496906936096,57.0,21.734741148952526,94.0,8.415761944111372,94.0,70.0
498.355,43.538,0.001,41.0,500.0,491.0,9.0,20.79652034436206,3.0,21.05984132088493,84.0,8.143638334753007,35.0,6.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,6.251623833697643,62.0,29.359716942982356,63.0,14.38865922332,18.0,35.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,14.17931996918502,1.0,20.50860350183058,1.0,15.312076528984399,41.0,94.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,4.6212208734672116,43.0,15.434128251121916,41.0,29.944650875410872,46.0,90.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,24.72180738150554,34.0,18.79100445131258,88.0,6.487188167181881,75.0,12.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,8.041597546097499,0.0,9.96404124756216,35.0,31.994361206340344,35.0,66.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,21.88815188557837,7.0,24.52475093457351,39.0,3.5870971798481195,10.0,75.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,14.979629197216681,20.0,19.938721261220117,21.0,15.081649541563204,4.0,12.0
498.355,43.538,0.001,45.0,500.0,495.0,5.0,18.164571445877762,26.0,1.367107839655102,7.0,30.468320714467133,33.0,94.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,10.240880134003442,5.0,12.599822900149753,73.0,27.159296965846806,57.0,22.0
498.355,43.538,0.001,7.0,500.0,457.0,43.0,15.214687575036912,26.0,9.880777411684337,17.0,24.904535013278753,75.0,16.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,15.185818076426933,51.0,13.034062094732212,3.0,21.780119828840856,18.0,43.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,17.681224438311904,12.0,22.2364644360231,9.0,10.082311125664996,30.0,9.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,20.170206121271136,100.0,21.36882941156958,97.0,8.460964467159288,93.0,25.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,15.270249956942658,100.0,24.294341722371826,57.0,10.43540832068552,85.0,49.0
498.355,43.538,0.001,25.0,500.0,475.0,25.0,8.181914871435724,67.0,15.750094055977634,55.0,26.06799107258664,57.0,85.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,14.871975684870957,63.0,16.005871922570602,54.0,19.122152392558444,57.0,29.0
498.355,43.538,0.001,22.0,500.0,472.0,28.0,38.06170250939494,3.0,3.0748346360383656,72.0,8.86346285456669,97.0,88.0
498.355,43.538,0.001,31.0,500.0,481.0,19.0,22.431560054450394,72.0,26.08548139431344,85.0,1.482958551236165,38.0,50.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,12.510107114004075,74.0,15.765755441287212,82.0,21.724137444708713,99.0,12.0
498.355,43.538,0.001,36.0,500.0,486.0,14.0,8.915484652075232,47.0,12.097463595437448,20.0,28.987051752487318,67.0,82.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,14.99350996864503,93.0,23.617592828222534,30.0,11.388897203132437,80.0,51.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,18.39409144934923,48.0,9.508977491853189,81.0,22.096931058797583,36.0,42.0
498.355,43.538,0.001,32.0,500.0,482.0,18.0,15.369907690074108,70.0,15.516572974658303,15.0,19.113519335267583,48.0,89.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,23.787445268292476,58.0,3.25070897655533,63.0,22.961845755152194,98.0,6.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,13.266604664234183,70.0,16.973500901867887,64.0,19.759894433897927,67.0,34.0
498.355,43.538,0.001,31.0,500.0,481.0,19.0,17.53232514401589,57.0,16.685743501057807,22.0,15.781931354926304,19.0,6.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,17.37451206458819,31.0,22.99330487196504,91.0,9.632183063446774,70.0,81.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,22.7875673317094,30.0,19.298860918371233,45.0,7.913571749919366,11.0,80.0
