MR,H4,H27,u0_R,u0_NR,u0_M,u0_MR,u0_H4,u0_KDM5A,u0_H0,u0_PRC2,u0_H27,u0_KDM6A,u0_KMT
498.355,43.538,0.001,23.0,500.0,473.0,27.0,8.8256884507625,48.0,19.43000272206471,71.0,21.74430882717279,88.0,6.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,11.912086413553508,41.0,24.768676476839822,31.0,13.319237109606666,100.0,67.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,20.968249333744982,17.0,10.998731231221972,77.0,18.033019435033044,20.0,31.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,10.145543628631174,65.0,23.43819636209061,73.0,16.41626000927822,20.0,52.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,17.316095088800335,23.0,16.75364559912379,5.0,15.930259312075874,77.0,35.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,26.743516805513863,32.0,17.895548024222947,86.0,5.360935170263189,92.0,28.0
498.355,43.538,0.001,22.0,500.0,472.0,28.0,22.475819353696508,94.0,11.449916474579856,87.0,16.074264171723627,43.0,42.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,18.21912880589175,86.0,22.011848514420358,3.0,9.769022679687888,67.0,57.0
498.355,43.538,0.001,16.0,500.0,466.0,34.0,10.600934052271862,1.0,38.94520221778387,1.0,0.45386372994426377,3.0,69.0
498.355,43.538,0.001,1.0,500.0,451.0,49.0,20.05748438267375,99.0,5.7393769770133485,61.0,24.203138640312904,4.0,64.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,36.581963807122705,38.0,12.35570526751156,52.0,1.062330925365737,19.0,95.0
498.355,43.538,0.001,48.0,500.0,498.0,2.0,20.120721470752347,67.0,19.251115861886742,11.0,10.628162667360908,42.0,52.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,22.849146285783863,80.0,25.204539160950528,25.0,1.9463145532656076,67.0,83.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,11.23281601291488,47.0,18.559632442797067,58.0,20.20755154428805,64.0,57.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,6.573873713521338,66.0,2.842410214156343,66.0,40.58371607232232,77.0,81.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,26.029434037775278,29.0,14.91147728707435,97.0,9.059088675150372,29.0,76.0
498.355,43.538,0.001,22.0,500.0,472.0,28.0,30.362630729332473,31.0,6.9059181042611355,13.0,12.73145116640639,34.0,79.0
498.355,43.538,0.001,45.0,500.0,495.0,5.0,18.467830031376728,97.0,31.060071556831943,41.0,0.4720984117913302,15.0,75.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,18.968977452405177,17.0,24.056464031273954,16.0,6.974558516320868,18.0,86.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,15.970910341616705,37.0,6.063742029954738,79.0,27.96534762842856,50.0,90.0
498.355,43.538,0.001,41.0,500.0,491.0,9.0,20.592615779161907,41.0,20.626088406002534,69.0,8.781295814835557,75.0,41.0
498.355,43.538,0.001,16.0,500.0,466.0,34.0,10.25585586093163,1.0,26.04825442861756,8.0,13.695889710450807,51.0,48.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,14.557157812678813,78.0,31.05404470544455,37.0,4.388797481876639,58.0,27.0
498.355,43.538,0.001,41.0,500.0,491.0,9.0,23.70238106348195,2.0,6.421879677380654,0.0,19.87573925913739,53.0,97.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,10.313401259528321,83.0,21.1973715086599,83.0,18.48922723181178,82.0,6.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,10.898160135352775,46.0,13.186844528124647,2.0,25.914995336522583,76.0,37.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,13.913001779238266,86.0,14.766160247163972,38.0,21.320837973597765,92.0,54.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,28.376624315526403,52.0,15.383448109121298,23.0,6.239927575352297,43.0,69.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,6.045633195244691,69.0,22.975850253131316,79.0,20.978516551623994,28.0,38.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,41.50096825446328,3.0,1.150078405300428,5.0,7.348953340236289,24.0,67.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,22.0218333772447,68.0,17.968602325668435,57.0,10.009564297086865,12.0,97.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,6.434582186547577,17.0,14.04081581576748,76.0,29.524601997684943,38.0,35.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,43.75771292049689,72.0,2.637371748028953,63.0,3.604915331474156,6.0,3.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,36.721704919070476,15.0,12.417996984954934,17.0,0.860298095974588,35.0,79.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,45.020817426936674,18.0,4.701502272186226,51.0,0.2776803008771006,98.0,97.0
498.355,43.538,0.001,44.0,500.0,494.0,6.0,14.806917386328292,65.0,29.501946102848077,15.0,5.691136510823626,9.0,96.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,22.354901519305827,61.0,7.290542639793207,27.0,20.354555840900968,48.0,11.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,35.93058909798199,28.0,6.342080528167935,71.0,7.727330373850072,49.0,95.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,14.994985920739648,78.0,24.851827499306385,44.0,10.153186579953967,2.0,45.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,5.231416461199601,56.0,8.458911137748187,10.0,36.30967240105221,80.0,47.0
498.355,43.538,0.001,3.0,500.0,453.0,47.0,11.679835033751631,57.0,19.094022038505315,68.0,19.226142927743055,47.0,60.0
498.355,43.538,0.001,10.0,500.0,460.0,40.0,15.457689394505323,100.0,16.327496478105985,97.0,18.214814127388692,74.0,29.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,14.173886698549321,3.0,17.019599052531103,17.0,18.806514248919573,100.0,16.0
498.355,43.538,0.001,41.0,500.0,491.0,9.0,21.455803486502774,68.0,15.122915058209363,39.0,13.421281455287861,58.0,73.0
498.355,43.538,0.001,46.0,500.0,496.0,4.0,4.169713877686566,49.0,30.59126218216938,95.0,15.239023940144051,19.0,30.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,12.542419714861225,85.0,18.074274545803014,100.0,19.383305739335764,35.0,87.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,21.708127504988415,99.0,16.480835750992693,59.0,11.811036744018894,17.0,6.0
498.355,43.538,0.001,7.0,500.0,457.0,43.0,17.849313764768766,61.0,24.416276866794934,86.0,7.734409368436294,30.0,16.0
498.355,43.538,0.001,32.0,500.0,482.0,18.0,15.50916336671331,24.0,20.796729781148287,23.0,13.694106852138404,55.0,49.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,22.635002955435215,13.0,0.45513140910133343,45.0,26.90986563546345,61.0,51.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,21.046351018944677,96.0,20.367134620430864,48.0,8.586514360624461,83.0,0.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,21.120832624775627,1.0,23.546977428122414,68.0,5.332189947101957,79.0,34.0
498.355,43.538,0.001,47.0,500.0,497.0,3.0,12.749364347511886,83.0,18.312073193658552,47.0,18.938562458829562,72.0,99.0
498.355,43.538,0.001,11.0,500.0,461.0,39.0,27.127973462840956,29.0,2.4762610709631496,17.0,20.395765466195897,10.0,100.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,19.27311009733179,52.0,22.520964916881084,18.0,8.205924985787123,97.0,44.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,0.4994973161131503,22.0,37.30259124573603,57.0,12.197911438150811,26.0,88.0
498.355,43.538,0.001,46.0,500.0,496.0,4.0,2.507001173828281,63.0,17.771924327861665,22.0,29.721074498310056,3.0,42.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,26.327040415304342,72.0,18.650310259545098,27.0,5.02264932515056,26.0,39.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,26.827239661903285,41.0,4.208729184127674,82.0,18.964031153969042,7.0,84.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,17.949620854452835,9.0,20.410739226832078,78.0,11.639639918715083,47.0,58.0
498.355,43.538,0.001,25.0,500.0,475.0,25.0,18.30624775163193,45.0,0.8909612630045691,8.0,30.8027909853635,78.0,98.0
498.355,43.538,0.001,46.0,500.0,496.0,4.0,12.044755680071543,39.0,24.092457003851617,24.0,13.86278731607684,97.0,48.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,10.973280313483238,24.0,34.027745441578276,63.0,4.998974244938487,36.0,88.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,17.316818032331938,87.0,30.32329181697535,16.0,2.359890150692712,37.0,65.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,15.621779592373121,65.0,22.115110410486775,39.0,12.263109997140102,5.0,47.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,23.330200271626808,57.0,17.11834521437488,55.0,9.551454513998314,43.0,53.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,4.9478816462218,13.0,17.689842433932316,91.0,27.36227591984588,68.0,47.0
498.355,43.538,0.001,25.0,500.0,475.0,25.0,30.658716875029345,94.0,3.7572732508260973,76.0,15.584009874144554,48.0,12.0
498.355,43.538,0.001,10.0,500.0,460.0,40.0,18.2219089116769,65.0,30.437291218606063,33.0,1.3407998697170378,91.0,31.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,14.490639371198204,19.0,17.95980188512191,24.0,17.54955874367989,36.0,51.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,8.759948208359326,20.0,32.135750473254646,64.0,9.104301318386026,34.0,68.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,16.531018463977524,56.0,7.708329331440387,2.0,25.760652204582087,19.0,13.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,3.616795591055978,55.0,28.49997276325847,78.0,17.883231645685555,68.0,49.0
498.355,43.538,0.001,35.0,500.0,485.0,15.0,23.338550932842583,14.0,17.071515877367144,61.0,9.589933189790273,43.0,24.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,0.6638090058430717,4.0,38.88718937606701,34.0,10.449001618089916,7.0,91.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,31.141410442653225,40.0,15.907355798235093,69.0,2.9512337591116795,75.0,75.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,18.51879660613837,70.0,20.10831598751178,11.0,11.372887406349845,9.0,93.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,24.181531190394594,35.0,17.072242450392658,51.0,8.746226359212748,98.0,58.0
498.355,43.538,0.001,7.0,500.0,457.0,43.0,21.09780617710086,25.0,16.168998819970295,69.0,12.733195002928843,63.0,59.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,19.804483208772766,15.0,12.748585119235608,37.0,17.446931671991628,36.0,89.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,1.9505971625355363,49.0,12.397711324396285,10.0,35.65169151306818,80.0,64.0
498.355,43.538,0.001,47.0,500.0,497.0,3.0,11.206817441453778,3.0,2.480971375490432,53.0,36.312211183055794,21.0,52.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,13.124487957559095,7.0,4.413460405144745,41.0,32.462051637296156,68.0,10.0
498.355,43.538,0.001,22.0,500.0,472.0,28.0,23.979823485532165,6.0,18.203326592164807,81.0,7.816849922303038,80.0,24.0
498.355,43.538,0.001,35.0,500.0,485.0,15.0,20.5185282064778,55.0,14.5840771315758,76.0,14.897394661946398,58.0,47.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,14.231012748111235,10.0,24.814708558418676,90.0,10.95427869347009,1.0,29.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,15.181391120468351,38.0,8.352275269649875,36.0,26.466333609881776,31.0,87.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,24.859024150871097,84.0,23.752383548674537,73.0,1.3885923004543688,49.0,20.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,12.973109667546659,28.0,33.076767090630796,69.0,3.9501232418225465,6.0,60.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,13.874015003788665,83.0,14.595120839523288,58.0,21.530864156688047,48.0,19.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,1.2186364682091626,56.0,27.49257588011554,89.0,21.2887876516753,50.0,19.0
498.355,43.538,0.001,29.0,500.0,479.0,21.0,13.645270093528879,21.0,12.442895443302296,0.0,23.911834463168827,12.0,47.0
498.355,43.538,0.001,31.0,500.0,481.0,19.0,20.654581821885994,86.0,3.4619710870644647,62.0,25.883447091049543,8.0,22.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,27.106230365301272,34.0,12.43684878858056,17.0,10.456920846118166,46.0,23.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,27.473292175812794,100.0,13.480680973588225,74.0,9.046026850598983,56.0,83.0
498.355,43.538,0.001,29.0,500.0,479.0,21.0,7.639276593593125,34.0,19.67629586572903,70.0,22.684427540677845,55.0,57.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,14.25294558855022,48.0,26.715495030531287,23.0,9.031559380918493,38.0,63.0
498.355,43.538,0.001,3.0,500.0,453.0,47.0,12.688806017339846,71.0,30.520779082168165,76.0,6.790414900491985,93.0,91.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,18.978532622922305,88.0,5.411562575986014,8.0,25.60990480109168,82.0,1.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,13.631357685110526,7.0,13.260423938779281,77.0,23.10821837611019,50.0,3.0
498.355,43.538,0.001,48.0,500.0,498.0,2.0,20.478992071951247,23.0,12.924908051573844,46.0,16.59609987647491,91.0,46.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,6.191727800214714,75.0,33.5622935614034,15.0,10.245978638381889,56.0,51.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,12.509081071334087,19.0,19.07072999352799,22.0,18.42018893513792,14.0,74.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,21.2200855310221,91.0,14.295014701721037,95.0,14.484899767256863,74.0,69.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,18.198447085441458,74.0,15.58221926063782,18.0,16.21933365392072,83.0,43.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,15.304295872595421,0.0,14.783951110045914,44.0,19.911753017358663,4.0,38.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,21.007183027856414,78.0,23.713589089024353,54.0,5.2792278831192325,86.0,35.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,25.15376539888426,95.0,8.938517779325451,42.0,15.907716821790292,65.0,83.0
498.355,43.538,0.001,11.0,500.0,461.0,39.0,0.8217122115713655,69.0,16.774730781806138,61.0,32.4035570066225,96.0,4.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,1.782821796446348,10.0,6.694326119949104,80.0,41.52285208360455,12.0,11.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,11.875721517978345,87.0,9.3600167673525,78.0,28.764261714669157,42.0,17.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,11.918843050003433,85.0,22.9090525204786,47.0,15.17210442951797,54.0,1.0
498.355,43.538,0.001,10.0,500.0,460.0,40.0,24.187409808963153,59.0,21.222884176535317,75.0,4.589706014501527,23.0,77.0
498.355,43.538,0.001,3.0,500.0,453.0,47.0,12.639241769568367,59.0,23.41765392627034,64.0,13.943104304161297,91.0,76.0
498.355,43.538,0.001,31.0,500.0,481.0,19.0,20.4202786836907,29.0,16.571069559098028,2.0,13.008651757211268,97.0,10.0
498.355,43.538,0.001,25.0,500.0,475.0,25.0,19.359311915103095,34.0,8.817333350652534,5.0,21.823354734244372,9.0,67.0
498.355,43.538,0.001,36.0,500.0,486.0,14.0,17.122382899752555,2.0,16.737581337638986,81.0,16.14003576260846,99.0,58.0
498.355,43.538,0.001,37.0,500.0,487.0,13.0,8.476474759716835,54.0,12.04353244104311,14.0,29.479992799240055,63.0,88.0
498.355,43.538,0.001,25.0,500.0,475.0,25.0,23.863725048362593,78.0,17.74870523824111,70.0,8.387569713396294,38.0,31.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,24.465064742482628,20.0,9.588324953993672,33.0,15.946610303523698,11.0,48.0
498.355,43.538,0.001,47.0,500.0,497.0,3.0,41.74175527227519,70.0,5.881707846887044,89.0,2.3765368808377643,34.0,89.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,15.649047582873933,100.0,9.618040070769652,76.0,24.732912346356414,38.0,63.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,23.72338546551668,58.0,19.845915752875573,92.0,6.4306987816077426,48.0,17.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,18.6561203584356,89.0,14.646780866109326,57.0,16.69709877545507,40.0,73.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,34.75800442867283,44.0,3.3895035056232694,94.0,11.852492065703906,71.0,78.0
498.355,43.538,0.001,11.0,500.0,461.0,39.0,30.78790782941446,46.0,11.677206205782529,16.0,7.534885964803007,29.0,35.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,19.967947148741736,3.0,23.923500467707832,49.0,6.108552383550429,14.0,34.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,21.080729023552593,30.0,24.943036643429664,39.0,3.976234333017745,25.0,33.0
498.355,43.538,0.001,32.0,500.0,482.0,18.0,7.850287098893809,10.0,10.025698175632101,23.0,32.12401472547409,92.0,14.0
498.355,43.538,0.001,1.0,500.0,451.0,49.0,8.798952526755322,44.0,16.34464655599834,39.0,24.85640091724634,85.0,73.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,7.760837957249007,28.0,28.58215790791541,44.0,13.657004134835589,11.0,27.0
498.355,43.538,0.001,10.0,500.0,460.0,40.0,17.98278491728741,21.0,3.3062024320714505,82.0,28.71101265064114,1.0,31.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,11.224576964330524,45.0,4.416576416743532,46.0,34.358846618925945,72.0,69.0
498.355,43.538,0.001,4.0,500.0,454.0,46.0,21.06340488792609,57.0,20.53966418357224,90.0,8.396930928501671,10.0,79.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,5.236129114032715,55.0,29.366870425265436,69.0,15.39700046070185,42.0,86.0
498.355,43.538,0.001,19.0,500.0,469.0,31.0,17.398586163795606,62.0,16.364566318011708,14.0,16.236847518192683,21.0,92.0
498.355,43.538,0.001,19.0,500.0,469.0,31.0,10.767685491576804,84.0,19.292505074080996,16.0,19.939809434342198,38.0,46.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,0.06792250520085456,63.0,23.821440996147636,82.0,26.11063649865151,4.0,10.0
498.355,43.538,0.001,45.0,500.0,495.0,5.0,19.70420510365713,99.0,3.816344894778333,78.0,26.47945000156454,90.0,71.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,23.941261689936994,41.0,21.099791817028322,7.0,4.958946493034685,23.0,21.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,19.902428874455076,56.0,16.887149830748406,0.0,13.21042129479652,86.0,79.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,9.126120551421813,19.0,14.402710105648543,8.0,26.47116934292964,98.0,26.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,20.047152869258646,78.0,19.138943961155856,32.0,10.813903169585497,94.0,4.0
498.355,43.538,0.001,4.0,500.0,454.0,46.0,13.484836938252766,11.0,17.029206878722928,14.0,19.48595618302431,60.0,46.0
498.355,43.538,0.001,1.0,500.0,451.0,49.0,26.904428573067474,74.0,19.293069827817185,0.0,3.802501599115339,57.0,77.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,13.089192107471526,5.0,33.58872044400134,33.0,3.3220874485271352,27.0,48.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,25.08977129002768,49.0,8.271413659273051,28.0,16.638815050699264,38.0,38.0
498.355,43.538,0.001,31.0,500.0,481.0,19.0,14.806221451965566,61.0,18.28511017468959,8.0,16.90866837334485,24.0,2.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,26.317696358705422,89.0,13.223067627494501,75.0,10.459236013800078,69.0,11.0
498.355,43.538,0.001,45.0,500.0,495.0,5.0,8.83786364905893,41.0,22.170099689794082,18.0,18.992036661146987,39.0,35.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,21.799608273645067,12.0,13.980046267688726,32.0,14.220345458666209,9.0,70.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,9.632122282953066,34.0,17.10519303499808,98.0,23.262684682048857,69.0,44.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,17.2451575824166,86.0,3.2636496373335846,35.0,29.491192780249815,36.0,96.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,18.350451834040992,26.0,11.61432501326653,93.0,20.035223152692478,38.0,47.0
498.355,43.538,0.001,25.0,500.0,475.0,25.0,28.83860994752417,93.0,2.1216056102673657,85.0,19.039784442208465,0.0,3.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,8.53081612270666,72.0,26.530756058232072,15.0,14.938427819061271,18.0,52.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,13.872761462468372,24.0,23.894985308092345,24.0,12.232253229439282,54.0,16.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,12.856220157517019,2.0,18.142439453198378,96.0,19.0013403892846,19.0,49.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,20.744365181310744,75.0,18.444055737385202,35.0,10.811579081304052,91.0,63.0
498.355,43.538,0.001,41.0,500.0,491.0,9.0,18.729966576120447,6.0,13.38607219813286,53.0,17.883961225746692,5.0,31.0
498.355,43.538,0.001,1.0,500.0,451.0,49.0,11.325098540228831,46.0,22.436364525367075,94.0,16.23853693440409,90.0,52.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,1.592398896952597,18.0,33.43323153580639,30.0,14.974369567241009,100.0,93.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,15.16411426540353,86.0,16.16220754969948,52.0,18.673678184896985,57.0,79.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,3.5954998558953677,95.0,23.97771437368804,75.0,22.42678577041659,8.0,84.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,0.7482774696038493,77.0,9.48326195825926,48.0,39.768460572136895,79.0,84.0
498.355,43.538,0.001,21.0,500.0,471.0,29.0,6.149881185163763,17.0,14.555532895621608,37.0,29.29458591921463,77.0,48.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,9.840111343658533,68.0,15.839893959719776,58.0,24.31999469662169,21.0,46.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,8.52592914908116,43.0,9.829125712003385,20.0,31.644945138915453,46.0,12.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,13.450834816803722,68.0,18.310613077228883,6.0,18.238552105967397,32.0,22.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,12.846576033739938,87.0,28.587669501745744,1.0,8.565754464514319,41.0,2.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,1.6584451348959746,8.0,22.7734534320523,2.0,25.568101433051726,40.0,10.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,10.908429838551553,68.0,26.107698181846395,97.0,12.983871979602048,22.0,5.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,4.212456700335839,77.0,5.252680231895691,52.0,40.53486306776847,81.0,8.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,16.87682495297637,62.0,10.234416467300186,43.0,22.888758579723444,32.0,37.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,19.072455551202133,80.0,24.34467453012168,82.0,6.582869918676186,4.0,7.0
498.355,43.538,0.001,1.0,500.0,451.0,49.0,15.656000034180705,24.0,1.366292682489867,77.0,32.97770728332943,78.0,67.0
498.355,43.538,0.001,16.0,500.0,466.0,34.0,11.24324683718032,79.0,18.510434604641073,33.0,20.246318558178615,9.0,18.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,27.93083786796962,0.0,7.54968986742062,9.0,14.519472264609766,71.0,87.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,19.42496638766237,67.0,7.813366639669786,13.0,22.761666972667847,99.0,10.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,13.172323831490838,79.0,10.614848435517848,82.0,26.21282773299131,48.0,98.0
498.355,43.538,0.001,3.0,500.0,453.0,47.0,7.838514911298645,31.0,30.211800861723912,46.0,11.949684226977443,76.0,13.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,8.030369256989347,12.0,12.204686787877261,60.0,29.76494395513339,61.0,27.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,25.866979338085102,69.0,13.137909355216221,90.0,10.995111306698675,41.0,21.0
498.355,43.538,0.001,18.0,500.0,468.0,32.0,22.722605788554016,73.0,14.953368336337912,20.0,12.324025875108072,19.0,83.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,3.127450091859042,18.0,43.59494988616615,73.0,3.27760002197481,94.0,96.0
498.355,43.538,0.001,16.0,500.0,466.0,34.0,27.658881209269715,53.0,18.323702401365235,60.0,4.017416389365052,96.0,59.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,16.594521937119275,94.0,12.848813939334827,30.0,20.5566641235459,34.0,47.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,7.053040784671044,80.0,26.787113892391286,62.0,16.159845322937667,1.0,80.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,19.355620973163926,8.0,7.822904534295159,45.0,22.82147449254091,43.0,97.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,16.86046321440258,63.0,11.758154404020454,73.0,21.38138238157697,23.0,1.0
498.355,43.538,0.001,46.0,500.0,496.0,4.0,15.66813700095638,71.0,32.66447805813705,54.0,1.6673849409065702,57.0,25.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,17.796312671762653,100.0,16.43268734187496,92.0,15.770999986362396,13.0,76.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,9.874651428750058,82.0,11.634648066863328,45.0,28.490700504386613,29.0,66.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,22.202195070990744,98.0,18.3771410885869,0.0,9.420663840422357,18.0,52.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,20.634589546142077,70.0,6.496006286356946,56.0,22.869404167500978,45.0,58.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,24.854471171875343,65.0,17.111726135838676,19.0,8.033802692285981,57.0,62.0
498.355,43.538,0.001,48.0,500.0,498.0,2.0,16.00111828441588,77.0,7.566563461887088,99.0,26.43231825369703,58.0,5.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,14.143390545302754,30.0,31.97882127451913,90.0,3.877788180178116,60.0,1.0
498.355,43.538,0.001,44.0,500.0,494.0,6.0,28.126484711868716,0.0,17.21154252780861,10.0,4.661972760322669,46.0,5.0
498.355,43.538,0.001,45.0,500.0,495.0,5.0,14.106831209334963,86.0,14.059915260842718,84.0,21.833253529822315,8.0,98.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,12.098653476428346,68.0,18.70949591327842,56.0,19.191850610293233,67.0,92.0
498.355,43.538,0.001,37.0,500.0,487.0,13.0,14.832467674756588,51.0,23.663674572196296,27.0,11.503857753047118,40.0,39.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,5.763088266103416,15.0,22.49777416149495,58.0,21.739137572401628,87.0,42.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,21.67271821133064,64.0,10.963209723796895,14.0,17.364072064872467,82.0,69.0
